"state_no_vec","z","z_true","pr_post"
"2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3356 3537 3538 3557 4035 4840 6867","51 32","2859","0.00 0.00 0.00 0.00 0.03 0.11 0.11 0.66 0.01 0.01 0.01 0.01 0.00 0.01 0.00 0.01 0.00 0.00 0.00 0.01 0.00 0.00 0.01 0.00 0.00 0.00"
"2756 2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3356 3456 3537 3538 3557 3637 3657 3758 3858 3958 4035 4358 4840 6867","62 25","2859","0.00 0.00 0.00 0.00 0.00 0.01 0.07 0.09 0.79 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3356 3456 3537 3538 3557 4035 4840 6867","59 20","2859","0.00 0.00 0.00 0.00 0.01 0.05 0.09 0.82 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3257 3356 3537 3538 4035 4840 6867","57 29","2859","0.00 0.00 0.00 0.01 0.07 0.11 0.76 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3356 3456 3537 3538 3557 4035 4840 6867","59 30","2859","0.00 0.00 0.00 0.00 0.01 0.06 0.11 0.79 0.01 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3257 3356 3456 3537 3538 3557 4035 4840 6867","61 24","2859","0.00 0.00 0.00 0.00 0.01 0.04 0.08 0.84 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3057 3137 3154 3356 3537 3538 4035 4840 6867","53 20","2859","0.00 0.00 0.00 0.01 0.05 0.10 0.81 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3257 3356 3537 3538 4035 4840 6867","54 27","2859","0.00 0.00 0.00 0.03 0.11 0.12 0.69 0.01 0.02 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3356 3456 3537 3538 3557 3637 3758 4035 4840 6867","58 15","2859","0.00 0.00 0.00 0.00 0.00 0.02 0.08 0.10 0.77 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3356 3456 3537 3538 3557 4035 4840 6867","58 28","2859","0.00 0.00 0.00 0.00 0.01 0.07 0.12 0.77 0.01 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3356 3537 3538 3557 4035 4840 6867","59 28","2859","0.00 0.00 0.00 0.00 0.01 0.04 0.08 0.85 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3057 3137 3154 3537 3538 4035 4840 6867","55 28","2859","0.00 0.00 0.00 0.02 0.09 0.12 0.73 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3356 3456 3537 3538 3557 3637 4035 4840 6867","49 23","2859","0.00 0.00 0.00 0.00 0.00 0.05 0.15 0.12 0.59 0.00 0.02 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2760 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3538 3557 3637 3657 3758 3858 3958 4058 6767 6867 6967","60 23","2859","0.00 0.00 0.00 0.00 0.02 0.09 0.10 0.75 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3356 3456 3537 3538 3557 4035 4840 6867","63 26","2859","0.00 0.00 0.00 0.00 0.00 0.01 0.05 0.08 0.83 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3057 3137 3154 3257 3356 3537 3538 3557 4035 4840 6867","63 40","2859","0.00 0.00 0.00 0.01 0.05 0.09 0.80 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3257 3356 3456 3537 3538 3637 3758 4035 4840 6867","39 18","2859","0.00 0.00 0.00 0.00 0.02 0.03 0.11 0.11 0.63 0.01 0.02 0.01 0.01 0.00 0.01 0.01 0.01 0.00 0.00 0.01 0.00 0.01 0.01 0.00 0.00 0.00 0.00 0.00"
"2230 2756 2757 2758 2759 2835 2856 2857 2858 2859 2860 2956 2957 2958 3056 3057 3137 3154 3157 3256 3257 3333 3337 3338 3356 3357 3438 3456 3537 3538 3557 3634 3635 3637 3758 3958 4035 4058 4840 6767 6867","44 12","2859","0.00 0.01 0.00 0.00 0.00 0.00 0.05 0.19 0.13 0.56 0.00 0.01 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2759 2760 2835 2856 2857 2858 2859 2860 2956 2957 2958 3055 3056 3057 3137 3154 3156 3157 3256 3257 3338 3356 3357 3456 3537 3538 3557 3758 3958 4035 4058 4840 6767 6867","59 37","2859","0.00 0.00 0.00 0.00 0.00 0.00 0.04 0.15 0.12 0.48 0.00 0.02 0.01 0.01 0.00 0.01 0.02 0.00 0.00 0.00 0.01 0.01 0.02 0.00 0.03 0.01 0.01 0.00 0.00 0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2856 2857 2858 2859 2860 2956 2957 2958 3050 3051 3056 3057 3156 3157 3256 3257 3338 3356 3357 3456 3537 3538 3556 3557 3637 3657 3757 3758 3858 3958 4058 4157 4257 4357 4358 4457 4458 4557 4657 6767 6867","60 38","2859","0.00 0.00 0.00 0.03 0.12 0.09 0.32 0.00 0.02 0.01 0.00 0.00 0.00 0.01 0.02 0.00 0.01 0.01 0.02 0.00 0.02 0.00 0.02 0.00 0.00 0.00 0.06 0.00 0.01 0.01 0.07 0.03 0.05 0.02 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2856 2857 2858 2859 2860 2956 2957 2958 3051 3056 3057 3157 3256 3257 3338 3356 3357 3456 3457 3537 3556 3557 3657 3670 3757 3758 3858 3943 3958 4058 4157 4257 4357 4358 4456 4457 4458 4557 4558 4657 4658 4757 4758 6767 6867","58 28","2859","0.00 0.01 0.00 0.03 0.14 0.12 0.59 0.00 0.02 0.01 0.00 0.00 0.00 0.02 0.00 0.00 0.01 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"2756 2757 2758 2759 2760 2835 2856 2857 2858 2859 2860 2956 2957 2958 3055 3056 3057 3137 3154 3157 3256 3257 3338 3356 3357 3456 3537 3538 3556 3557 3657 3757 3758 3858 3958 4035 4058 4358 4657 4840 4843 6767 6867 6967","67 31","2859","0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.08 0.09 0.75 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
