"state_no_vec","z","z_true","pr_post"
"968 972 1019 1022 1069 1070 1072 1073 1115 1119 1120 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1317 1318 1319 1320 1321 1322 1323 1368 1371 1372 1373 1418 1421 1422 1467 1468 1470 1471 1472 1515 1517 1520 1521 1522 1523 1524 1570","21 9","1224","0.0019 0.0057 0.0064 0.0012 0.0006 0.0142 0.0097 0.0015 0.0005 0.0003 0.0024 0.0093 0.0015 0.0004 0.0021 0.0010 0.0048 0.0040 0.0206 0.0013 0.0076 0.0004 0.0006 0.0006 0.0053 0.0558 0.0482 0.1583 0.0106 0.0234 0.0027 0.0135 0.0014 0.0047 0.0243 0.0249 0.3391 0.0501 0.0312 0.0050 0.0008 0.0033 0.0035 0.0028 0.0221 0.0015 0.0170 0.0053 0.0010 0.0131 0.0005 0.0014 0.0105 0.0013 0.0002 0.0041 0.0002 0.0014 0.0048 0.0004 0.0011 0.0002 0.0013 0.0042 0.0001 0.0003 0.0002"
"918 922 971 972 1018 1019 1022 1069 1070 1072 1073 1115 1119 1120 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1371 1372 1373 1418 1421 1422 1467 1468 1471 1472 1516 1518 1520 1521 1522 1523 1567","41 3","1174","0.0011 0.0028 0.0050 0.0017 0.0038 0.0003 0.0132 0.0105 0.0017 0.0019 0.0132 0.0002 0.0035 0.0169 0.0021 0.0112 0.0010 0.0009 0.0019 0.0023 0.0068 0.0040 0.0060 0.0019 0.0001 0.0013 0.0007 0.0068 0.0288 0.1796 0.0364 0.0394 0.0067 0.0172 0.0032 0.0006 0.0059 0.0140 0.0591 0.0750 0.2655 0.0043 0.0438 0.0003 0.0002 0.0061 0.0013 0.0148 0.0038 0.0171 0.0025 0.0013 0.0069 0.0010 0.0063 0.0060 0.0012 0.0159 0.0011 0.0005 0.0042 0.0019 0.0007 0.0004 0.0008 0.0010 0.0014 0.0007 0.0001"
"917 919 921 922 968 971 972 1019 1021 1022 1069 1070 1072 1073 1115 1119 1120 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1317 1318 1319 1320 1321 1322 1323 1368 1371 1372 1373 1418 1421 1422 1467 1468 1470 1471 1472 1515 1517 1520 1521 1522 1523 1524 1570","73 -6","1124","0.0003 0.0002 0.0026 0.0007 0.0019 0.0012 0.0187 0.0062 0.0026 0.0023 0.0008 0.0130 0.0154 0.0027 0.0003 0.0004 0.0027 0.0144 0.0027 0.0003 0.0014 0.0008 0.0035 0.0032 0.0182 0.0013 0.0122 0.0003 0.0005 0.0004 0.0039 0.0420 0.0475 0.1480 0.0133 0.0307 0.0045 0.0235 0.0010 0.0034 0.0182 0.0221 0.3034 0.0595 0.0336 0.0082 0.0005 0.0028 0.0029 0.0031 0.0205 0.0021 0.0245 0.0037 0.0012 0.0126 0.0009 0.0013 0.0094 0.0021 0.0001 0.0028 0.0003 0.0019 0.0051 0.0002 0.0006 0.0003 0.0016 0.0045 0.0002 0.0004 0.0002"
"918 920 921 922 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1371 1372 1373 1418 1421 1422 1467 1468 1471 1472 1516 1518 1520 1521 1522 1523 1574","54 -5","1123","0.0014 0.0018 0.0008 0.0109 0.0158 0.0040 0.0037 0.0004 0.0007 0.0204 0.0095 0.0019 0.0031 0.0034 0.0199 0.0001 0.0031 0.0146 0.0036 0.0176 0.0007 0.0007 0.0014 0.0018 0.0049 0.0040 0.0055 0.0031 0.0001 0.0009 0.0005 0.0049 0.0250 0.1556 0.0399 0.0408 0.0086 0.0257 0.0052 0.0004 0.0043 0.0106 0.0473 0.0766 0.2376 0.0057 0.0575 0.0002 0.0002 0.0043 0.0011 0.0131 0.0041 0.0157 0.0041 0.0011 0.0062 0.0015 0.0088 0.0047 0.0014 0.0143 0.0007 0.0005 0.0044 0.0022 0.0004 0.0003 0.0009 0.0011 0.0017 0.0008 0.0003"
"870 917 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1317 1318 1319 1320 1321 1322 1323 1368 1371 1372 1373 1418 1421 1422 1468 1470 1471 1472 1517 1520 1521 1522 1523 1524 1570","24 6","1073","0.0029 0.0005 0.0003 0.0006 0.0123 0.0028 0.0031 0.0039 0.0464 0.0003 0.0083 0.0107 0.0047 0.0014 0.0147 0.0009 0.0257 0.0047 0.0003 0.0005 0.0032 0.0036 0.0215 0.0039 0.0003 0.0014 0.0008 0.0033 0.0031 0.0177 0.0015 0.0150 0.0002 0.0005 0.0004 0.0035 0.0384 0.0491 0.1333 0.0130 0.0288 0.0052 0.0241 0.0009 0.0031 0.0155 0.0206 0.2581 0.0569 0.0290 0.0097 0.0004 0.0022 0.0022 0.0029 0.0159 0.0021 0.0258 0.0027 0.0011 0.0092 0.0012 0.0012 0.0069 0.0020 0.0019 0.0002 0.0017 0.0037 0.0004 0.0003 0.0013 0.0033 0.0002 0.0004 0.0002"
"869 870 871 918 920 921 922 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1371 1372 1373 1418 1421 1422 1467 1468 1471 1472 1516 1518 1520 1521 1522 1523 1574","30 58","1072","0.0009 0.0004 0.0009 0.0015 0.0042 0.0013 0.0140 0.0216 0.0052 0.0041 0.0006 0.0015 0.0193 0.0093 0.0019 0.0086 0.0038 0.0173 0.0001 0.0032 0.0124 0.0008 0.0034 0.0128 0.0008 0.0008 0.0015 0.0019 0.0046 0.0042 0.0076 0.0024 0.0002 0.0011 0.0006 0.0052 0.0260 0.1435 0.0377 0.0336 0.0072 0.0190 0.0041 0.0006 0.0052 0.0132 0.0528 0.0890 0.2239 0.0058 0.0516 0.0003 0.0002 0.0053 0.0014 0.0142 0.0048 0.0132 0.0051 0.0015 0.0066 0.0019 0.0107 0.0068 0.0020 0.0147 0.0010 0.0008 0.0057 0.0029 0.0006 0.0004 0.0015 0.0018 0.0025 0.0010 0.0004"
"819 870 917 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1317 1318 1319 1320 1321 1322 1323 1368 1371 1372 1373 1418 1421 1422 1467 1468 1470 1471 1472 1515 1517 1520 1521 1522 1523 1524 1570 1574","-13 0","1022","0.0011 0.0049 0.0008 0.0003 0.0007 0.0122 0.0023 0.0038 0.0036 0.0312 0.0004 0.0082 0.0110 0.0035 0.0015 0.0120 0.0015 0.0157 0.0028 0.0007 0.0006 0.0032 0.0085 0.0105 0.0018 0.0009 0.0028 0.0014 0.0040 0.0038 0.0173 0.0020 0.0069 0.0007 0.0012 0.0007 0.0060 0.0500 0.0571 0.1158 0.0110 0.0182 0.0028 0.0118 0.0021 0.0063 0.0256 0.0294 0.2760 0.0618 0.0230 0.0075 0.0009 0.0044 0.0034 0.0041 0.0176 0.0024 0.0215 0.0062 0.0015 0.0086 0.0013 0.0027 0.0087 0.0029 0.0004 0.0051 0.0006 0.0031 0.0048 0.0004 0.0011 0.0007 0.0023 0.0045 0.0003 0.0005 0.0006 0.0002"
"769 869 870 871 918 920 921 922 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1516 1518 1520 1521 1522 1523 1524 1567 1570 1574","12 12","972","0.0017 0.0035 0.0009 0.0029 0.0044 0.0081 0.0021 0.0172 0.0235 0.0059 0.0080 0.0013 0.0020 0.0159 0.0127 0.0028 0.0121 0.0028 0.0095 0.0007 0.0036 0.0151 0.0015 0.0016 0.0056 0.0030 0.0024 0.0027 0.0032 0.0074 0.0055 0.0126 0.0011 0.0006 0.0037 0.0013 0.0105 0.0364 0.1543 0.0379 0.0236 0.0050 0.0082 0.0019 0.0018 0.0109 0.0232 0.0640 0.0937 0.1901 0.0047 0.0275 0.0008 0.0005 0.0098 0.0020 0.0128 0.0048 0.0097 0.0029 0.0029 0.0050 0.0016 0.0053 0.0087 0.0003 0.0017 0.0099 0.0021 0.0015 0.0002 0.0045 0.0023 0.0014 0.0008 0.0014 0.0014 0.0018 0.0006 0.0001 0.0002 0.0002 0.0002"
"768 819 869 870 871 917 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1370 1371 1372 1373 1418 1421 1422 1467 1468 1470 1471 1472 1515 1517 1520 1521 1522 1523 1524 1570 1574","33 21","971","0.0013 0.0029 0.0004 0.0077 0.0005 0.0010 0.0006 0.0010 0.0155 0.0035 0.0049 0.0042 0.0390 0.0005 0.0090 0.0125 0.0033 0.0018 0.0134 0.0021 0.0112 0.0020 0.0009 0.0006 0.0038 0.0129 0.0073 0.0016 0.0011 0.0023 0.0011 0.0039 0.0042 0.0197 0.0030 0.0059 0.0009 0.0016 0.0007 0.0067 0.0449 0.0579 0.1085 0.0166 0.0191 0.0032 0.0138 0.0026 0.0061 0.0262 0.0293 0.2451 0.0712 0.0223 0.0079 0.0003 0.0010 0.0051 0.0038 0.0040 0.0179 0.0031 0.0189 0.0058 0.0002 0.0017 0.0085 0.0013 0.0025 0.0075 0.0034 0.0003 0.0047 0.0005 0.0029 0.0049 0.0004 0.0014 0.0007 0.0021 0.0043 0.0004 0.0005 0.0005 0.0004"
"718 769 819 867 869 870 871 918 920 921 922 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1516 1518 1520 1521 1522 1523 1524 1567 1570 1574","25 -66","921","0.0020 0.0046 0.0006 0.0003 0.0053 0.0015 0.0060 0.0046 0.0116 0.0038 0.0303 0.0358 0.0093 0.0072 0.0013 0.0027 0.0145 0.0124 0.0033 0.0153 0.0025 0.0090 0.0005 0.0035 0.0168 0.0025 0.0018 0.0068 0.0016 0.0013 0.0017 0.0026 0.0058 0.0062 0.0181 0.0017 0.0004 0.0023 0.0009 0.0079 0.0296 0.1341 0.0461 0.0267 0.0086 0.0120 0.0030 0.0014 0.0074 0.0168 0.0484 0.0937 0.1795 0.0062 0.0321 0.0005 0.0005 0.0070 0.0018 0.0112 0.0050 0.0106 0.0035 0.0021 0.0051 0.0021 0.0054 0.0055 0.0002 0.0019 0.0095 0.0014 0.0009 0.0002 0.0042 0.0023 0.0009 0.0005 0.0011 0.0013 0.0020 0.0006 0.0003 0.0002 0.0002 0.0003"
"668 717 719 768 769 819 869 870 871 917 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1370 1371 1372 1373 1418 1421 1422 1467 1468 1470 1471 1472 1515 1517 1520 1521 1522 1523 1524 1570 1574","40 33","920","0.0004 0.0006 0.0002 0.0031 0.0004 0.0041 0.0006 0.0100 0.0007 0.0011 0.0006 0.0017 0.0230 0.0053 0.0043 0.0061 0.0482 0.0005 0.0080 0.0177 0.0027 0.0019 0.0133 0.0027 0.0099 0.0022 0.0005 0.0007 0.0042 0.0156 0.0084 0.0023 0.0006 0.0015 0.0009 0.0030 0.0033 0.0217 0.0042 0.0083 0.0005 0.0010 0.0005 0.0047 0.0353 0.0571 0.1026 0.0228 0.0214 0.0051 0.0175 0.0016 0.0045 0.0193 0.0251 0.2197 0.0763 0.0233 0.0109 0.0003 0.0007 0.0038 0.0028 0.0041 0.0160 0.0036 0.0211 0.0040 0.0002 0.0018 0.0088 0.0016 0.0022 0.0078 0.0040 0.0002 0.0032 0.0004 0.0031 0.0052 0.0003 0.0009 0.0008 0.0022 0.0047 0.0006 0.0007 0.0004 0.0006"
"716 718 768 769 819 867 869 870 871 918 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1369 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1516 1518 1520 1521 1522 1523 1524 1570 1574","34 29","870","0.0002 0.0025 0.0003 0.0031 0.0004 0.0002 0.0039 0.0014 0.0047 0.0024 0.0105 0.0036 0.0291 0.0002 0.0312 0.0086 0.0042 0.0010 0.0030 0.0108 0.0087 0.0027 0.0176 0.0025 0.0102 0.0002 0.0028 0.0149 0.0028 0.0029 0.0112 0.0007 0.0007 0.0010 0.0017 0.0038 0.0061 0.0195 0.0035 0.0002 0.0011 0.0005 0.0051 0.0234 0.1151 0.0517 0.0306 0.0145 0.0195 0.0067 0.0008 0.0047 0.0120 0.0387 0.0958 0.1785 0.0085 0.0476 0.0003 0.0004 0.0050 0.0015 0.0108 0.0060 0.0131 0.0067 0.0018 0.0002 0.0057 0.0033 0.0091 0.0048 0.0002 0.0028 0.0144 0.0010 0.0009 0.0003 0.0063 0.0040 0.0007 0.0004 0.0015 0.0021 0.0038 0.0013 0.0008 0.0003 0.0007"
"668 717 718 719 768 769 819 869 870 871 917 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1370 1371 1372 1373 1418 1421 1422 1467 1468 1470 1471 1472 1515 1517 1520 1521 1522 1523 1524 1570 1574","-9 33","869","0.0010 0.0017 0.0004 0.0005 0.0038 0.0005 0.0045 0.0008 0.0112 0.0007 0.0014 0.0005 0.0019 0.0196 0.0041 0.0043 0.0055 0.0348 0.0007 0.0076 0.0151 0.0021 0.0022 0.0126 0.0029 0.0089 0.0023 0.0006 0.0008 0.0047 0.0170 0.0088 0.0025 0.0010 0.0021 0.0012 0.0033 0.0034 0.0236 0.0044 0.0070 0.0006 0.0013 0.0007 0.0056 0.0396 0.0635 0.0962 0.0211 0.0166 0.0050 0.0114 0.0021 0.0061 0.0224 0.0291 0.2246 0.0745 0.0210 0.0117 0.0004 0.0010 0.0046 0.0030 0.0049 0.0140 0.0037 0.0198 0.0050 0.0003 0.0019 0.0089 0.0018 0.0032 0.0083 0.0044 0.0004 0.0042 0.0006 0.0046 0.0057 0.0006 0.0014 0.0013 0.0029 0.0054 0.0008 0.0007 0.0006 0.0005"
"716 718 720 768 769 819 867 869 870 871 918 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1369 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1514 1516 1517 1518 1520 1521 1522 1523 1524 1567 1570 1574","-12 4","819","0.0014 0.0075 0.0004 0.0007 0.0058 0.0011 0.0005 0.0070 0.0022 0.0058 0.0049 0.0115 0.0035 0.0197 0.0005 0.0232 0.0056 0.0073 0.0018 0.0027 0.0080 0.0120 0.0037 0.0147 0.0020 0.0071 0.0008 0.0037 0.0184 0.0028 0.0020 0.0050 0.0028 0.0024 0.0023 0.0029 0.0059 0.0076 0.0194 0.0018 0.0008 0.0036 0.0012 0.0098 0.0349 0.1299 0.0469 0.0203 0.0085 0.0069 0.0028 0.0024 0.0109 0.0233 0.0548 0.1084 0.1568 0.0063 0.0241 0.0010 0.0009 0.0094 0.0022 0.0109 0.0059 0.0088 0.0043 0.0036 0.0004 0.0042 0.0025 0.0049 0.0084 0.0003 0.0025 0.0105 0.0025 0.0021 0.0005 0.0061 0.0034 0.0005 0.0022 0.0003 0.0008 0.0019 0.0023 0.0030 0.0008 0.0004 0.0004 0.0005 0.0004"
"668 717 718 719 765 766 768 769 819 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1370 1371 1372 1373 1418 1421 1422 1467 1468 1470 1471 1472 1513 1515 1516 1517 1518 1520 1521 1522 1523 1524 1570 1574 1617","10 27","769","0.0021 0.0039 0.0006 0.0013 0.0005 0.0005 0.0053 0.0009 0.0063 0.0010 0.0100 0.0009 0.0022 0.0003 0.0008 0.0016 0.0147 0.0029 0.0065 0.0033 0.0226 0.0012 0.0100 0.0105 0.0017 0.0029 0.0152 0.0026 0.0062 0.0016 0.0020 0.0010 0.0056 0.0142 0.0041 0.0013 0.0030 0.0045 0.0019 0.0048 0.0051 0.0258 0.0042 0.0026 0.0021 0.0040 0.0013 0.0105 0.0513 0.0707 0.0814 0.0178 0.0101 0.0026 0.0050 0.0058 0.0117 0.0381 0.0387 0.2189 0.0747 0.0141 0.0070 0.0010 0.0019 0.0086 0.0046 0.0050 0.0132 0.0031 0.0101 0.0084 0.0005 0.0018 0.0060 0.0011 0.0048 0.0058 0.0036 0.0011 0.0071 0.0008 0.0040 0.0044 0.0006 0.0020 0.0007 0.0033 0.0004 0.0014 0.0025 0.0039 0.0005 0.0004 0.0007 0.0004 0.0004"
"618 669 716 717 718 720 766 768 769 816 819 867 869 870 871 918 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1366 1368 1369 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1512 1514 1515 1516 1517 1518 1520 1521 1522 1523 1524 1567 1570 1574 1616 1618","74 130","768","0.0003 0.0004 0.0013 0.0002 0.0059 0.0008 0.0002 0.0006 0.0048 0.0002 0.0008 0.0004 0.0040 0.0014 0.0047 0.0041 0.0071 0.0024 0.0151 0.0006 0.0146 0.0048 0.0059 0.0017 0.0016 0.0066 0.0108 0.0040 0.0106 0.0018 0.0049 0.0009 0.0033 0.0183 0.0026 0.0016 0.0033 0.0027 0.0020 0.0018 0.0028 0.0061 0.0077 0.0179 0.0017 0.0010 0.0045 0.0012 0.0111 0.0340 0.1227 0.0517 0.0214 0.0111 0.0069 0.0036 0.0032 0.0115 0.0266 0.0540 0.1146 0.1687 0.0075 0.0224 0.0012 0.0011 0.0115 0.0030 0.0106 0.0073 0.0102 0.0045 0.0002 0.0044 0.0005 0.0050 0.0031 0.0045 0.0087 0.0004 0.0030 0.0114 0.0032 0.0030 0.0006 0.0066 0.0044 0.0001 0.0009 0.0003 0.0028 0.0009 0.0011 0.0020 0.0026 0.0041 0.0011 0.0007 0.0006 0.0006 0.0008 0.0002 0.0002"
