"state_no_vec","z","z_true","pr_post"
"668 670 717 718 719 765 766 768 769 816 819 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1366 1368 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1513 1515 1516 1517 1518 1520 1521 1522 1523 1524 1570 1574 1617 1619","19 -18","718","0.0039 0.0004 0.0057 0.0012 0.0032 0.0008 0.0008 0.0077 0.0012 0.0003 0.0060 0.0010 0.0103 0.0010 0.0022 0.0005 0.0009 0.0016 0.0164 0.0038 0.0065 0.0042 0.0281 0.0013 0.0103 0.0090 0.0022 0.0033 0.0170 0.0019 0.0057 0.0018 0.0015 0.0011 0.0062 0.0118 0.0036 0.0019 0.0021 0.0031 0.0015 0.0043 0.0046 0.0246 0.0046 0.0035 0.0014 0.0030 0.0011 0.0096 0.0448 0.0709 0.0886 0.0215 0.0127 0.0045 0.0069 0.0045 0.0096 0.0311 0.0340 0.2038 0.0811 0.0166 0.0099 0.0008 0.0016 0.0074 0.0041 0.0050 0.0127 0.0040 0.0106 0.0003 0.0066 0.0006 0.0021 0.0068 0.0013 0.0039 0.0002 0.0059 0.0042 0.0010 0.0052 0.0006 0.0043 0.0047 0.0004 0.0013 0.0007 0.0024 0.0004 0.0013 0.0024 0.0041 0.0007 0.0007 0.0006 0.0005 0.0005 0.0001"
"618 620 668 669 671 716 717 718 720 765 766 768 769 816 819 867 869 870 871 918 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1367 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1514 1515 1516 1517 1518 1520 1521 1522 1523 1524 1567 1570 1574 1616 1618","-2 18","717","0.0013 0.0002 0.0005 0.0012 0.0002 0.0051 0.0009 0.0172 0.0025 0.0005 0.0008 0.0016 0.0070 0.0008 0.0011 0.0011 0.0059 0.0017 0.0049 0.0070 0.0095 0.0029 0.0152 0.0011 0.0177 0.0051 0.0096 0.0026 0.0019 0.0048 0.0153 0.0049 0.0084 0.0016 0.0028 0.0017 0.0047 0.0193 0.0018 0.0014 0.0025 0.0050 0.0033 0.0029 0.0037 0.0067 0.0085 0.0136 0.0015 0.0017 0.0065 0.0017 0.0131 0.0373 0.1190 0.0480 0.0174 0.0082 0.0046 0.0024 0.0049 0.0158 0.0323 0.0567 0.1163 0.1381 0.0064 0.0153 0.0018 0.0015 0.0127 0.0030 0.0097 0.0060 0.0072 0.0034 0.0003 0.0050 0.0006 0.0002 0.0038 0.0025 0.0026 0.0092 0.0003 0.0026 0.0077 0.0035 0.0032 0.0005 0.0049 0.0030 0.0016 0.0006 0.0035 0.0013 0.0010 0.0016 0.0020 0.0027 0.0007 0.0004 0.0006 0.0005 0.0004 0.0004 0.0003"
"619 668 670 716 717 718 719 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1366 1368 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1513 1514 1515 1516 1517 1518 1520 1521 1522 1523 1524 1567 1570 1574 1617 1619","22 54","718","0.0003 0.0037 0.0006 0.0004 0.0061 0.0014 0.0034 0.0012 0.0013 0.0044 0.0007 0.0006 0.0039 0.0004 0.0006 0.0067 0.0006 0.0022 0.0005 0.0009 0.0011 0.0103 0.0024 0.0064 0.0027 0.0160 0.0014 0.0102 0.0073 0.0013 0.0032 0.0150 0.0017 0.0025 0.0013 0.0022 0.0011 0.0058 0.0077 0.0023 0.0014 0.0030 0.0041 0.0017 0.0042 0.0048 0.0206 0.0033 0.0022 0.0024 0.0048 0.0013 0.0116 0.0463 0.0737 0.0761 0.0180 0.0103 0.0034 0.0050 0.0069 0.0131 0.0406 0.0404 0.2043 0.0893 0.0141 0.0088 0.0014 0.0024 0.0108 0.0054 0.0057 0.0141 0.0041 0.0088 0.0007 0.0096 0.0007 0.0024 0.0065 0.0014 0.0061 0.0003 0.0066 0.0054 0.0020 0.0089 0.0008 0.0052 0.0056 0.0011 0.0003 0.0030 0.0017 0.0050 0.0007 0.0017 0.0032 0.0054 0.0008 0.0007 0.0003 0.0009 0.0007 0.0014 0.0004"
"618 620 668 669 671 716 717 718 720 765 766 768 769 816 819 867 869 870 871 917 918 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1366 1367 1368 1369 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1512 1514 1515 1516 1517 1518 1520 1521 1522 1523 1524 1567 1569 1570 1574 1616 1617 1618","17 0","668","0.0021 0.0007 0.0008 0.0016 0.0005 0.0061 0.0014 0.0171 0.0043 0.0009 0.0015 0.0011 0.0062 0.0016 0.0009 0.0013 0.0048 0.0015 0.0047 0.0006 0.0075 0.0081 0.0026 0.0139 0.0012 0.0135 0.0047 0.0095 0.0029 0.0016 0.0030 0.0147 0.0052 0.0084 0.0015 0.0026 0.0017 0.0042 0.0178 0.0019 0.0015 0.0024 0.0045 0.0031 0.0022 0.0034 0.0065 0.0081 0.0107 0.0017 0.0015 0.0068 0.0017 0.0144 0.0381 0.1144 0.0529 0.0170 0.0089 0.0049 0.0030 0.0049 0.0154 0.0322 0.0531 0.1190 0.1361 0.0074 0.0154 0.0018 0.0016 0.0133 0.0033 0.0092 0.0068 0.0080 0.0038 0.0003 0.0006 0.0055 0.0006 0.0040 0.0030 0.0025 0.0088 0.0003 0.0028 0.0084 0.0039 0.0036 0.0005 0.0055 0.0036 0.0003 0.0016 0.0007 0.0038 0.0015 0.0011 0.0017 0.0021 0.0032 0.0008 0.0006 0.0007 0.0003 0.0005 0.0005 0.0005 0.0002 0.0005"
"619 621 668 670 716 717 718 719 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1366 1367 1368 1370 1371 1372 1373 1417 1418 1420 1421 1422 1467 1468 1470 1471 1472 1513 1514 1515 1516 1517 1518 1519 1520 1521 1522 1523 1524 1567 1570 1574 1617 1619","28 31","1619","0.0008 0.0003 0.0052 0.0016 0.0007 0.0072 0.0017 0.0059 0.0014 0.0019 0.0047 0.0007 0.0009 0.0040 0.0008 0.0006 0.0075 0.0007 0.0024 0.0009 0.0011 0.0012 0.0117 0.0030 0.0067 0.0032 0.0186 0.0015 0.0106 0.0070 0.0017 0.0036 0.0157 0.0017 0.0030 0.0019 0.0014 0.0012 0.0060 0.0090 0.0031 0.0023 0.0021 0.0027 0.0013 0.0036 0.0046 0.0189 0.0040 0.0034 0.0014 0.0033 0.0010 0.0098 0.0410 0.0754 0.0805 0.0205 0.0129 0.0053 0.0076 0.0050 0.0100 0.0336 0.0368 0.1906 0.0978 0.0165 0.0122 0.0010 0.0017 0.0089 0.0046 0.0056 0.0135 0.0052 0.0102 0.0005 0.0002 0.0073 0.0007 0.0026 0.0075 0.0017 0.0002 0.0049 0.0003 0.0065 0.0060 0.0015 0.0063 0.0007 0.0052 0.0061 0.0007 0.0002 0.0017 0.0012 0.0035 0.0005 0.0003 0.0015 0.0031 0.0056 0.0010 0.0010 0.0003 0.0007 0.0010 0.0010 0.0005"
"618 620 668 669 671 716 717 718 719 720 765 766 768 769 816 819 867 869 870 871 917 918 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1366 1367 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1514 1515 1516 1517 1518 1520 1521 1522 1523 1524 1567 1569 1570 1574 1616 1618","31 33","1618","0.0013 0.0011 0.0004 0.0010 0.0007 0.0026 0.0007 0.0090 0.0002 0.0038 0.0005 0.0008 0.0005 0.0032 0.0010 0.0005 0.0008 0.0031 0.0011 0.0037 0.0006 0.0045 0.0063 0.0024 0.0132 0.0010 0.0126 0.0052 0.0063 0.0022 0.0016 0.0034 0.0114 0.0046 0.0073 0.0022 0.0038 0.0006 0.0035 0.0147 0.0018 0.0029 0.0047 0.0017 0.0014 0.0013 0.0025 0.0048 0.0080 0.0126 0.0037 0.0006 0.0030 0.0010 0.0095 0.0314 0.1069 0.0628 0.0231 0.0140 0.0099 0.0073 0.0025 0.0096 0.0227 0.0445 0.1295 0.1540 0.0115 0.0266 0.0010 0.0010 0.0095 0.0028 0.0096 0.0084 0.0114 0.0076 0.0003 0.0004 0.0042 0.0006 0.0003 0.0050 0.0050 0.0045 0.0069 0.0004 0.0042 0.0131 0.0029 0.0030 0.0006 0.0081 0.0060 0.0007 0.0004 0.0023 0.0011 0.0009 0.0025 0.0032 0.0058 0.0018 0.0015 0.0005 0.0005 0.0006 0.0012 0.0004 0.0004"
"619 621 668 670 716 717 718 719 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1366 1367 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1513 1515 1516 1517 1518 1519 1520 1521 1522 1523 1524 1567 1570 1574 1617 1619","21 -8","1619","0.0018 0.0010 0.0067 0.0034 0.0010 0.0088 0.0019 0.0084 0.0017 0.0022 0.0051 0.0008 0.0012 0.0046 0.0011 0.0008 0.0090 0.0008 0.0028 0.0014 0.0010 0.0016 0.0134 0.0039 0.0069 0.0044 0.0211 0.0018 0.0108 0.0077 0.0027 0.0039 0.0152 0.0019 0.0044 0.0033 0.0009 0.0013 0.0066 0.0081 0.0051 0.0040 0.0014 0.0022 0.0013 0.0033 0.0042 0.0191 0.0042 0.0051 0.0008 0.0022 0.0009 0.0081 0.0386 0.0781 0.0833 0.0217 0.0141 0.0069 0.0090 0.0032 0.0081 0.0263 0.0334 0.1816 0.0956 0.0174 0.0157 0.0007 0.0013 0.0066 0.0035 0.0057 0.0116 0.0055 0.0119 0.0004 0.0002 0.0054 0.0002 0.0006 0.0024 0.0077 0.0022 0.0040 0.0002 0.0062 0.0062 0.0011 0.0043 0.0008 0.0057 0.0058 0.0003 0.0011 0.0009 0.0021 0.0004 0.0003 0.0015 0.0030 0.0053 0.0011 0.0011 0.0002 0.0007 0.0009 0.0006 0.0003"
"618 620 668 669 671 716 717 718 719 720 765 766 768 769 816 819 867 869 870 871 917 918 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1367 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1514 1515 1516 1517 1518 1520 1521 1522 1523 1524 1567 1569 1570 1574 1616 1618","-7 51","1618","0.0024 0.0024 0.0006 0.0014 0.0012 0.0055 0.0012 0.0134 0.0003 0.0048 0.0012 0.0017 0.0008 0.0039 0.0021 0.0007 0.0016 0.0041 0.0013 0.0035 0.0013 0.0062 0.0067 0.0024 0.0102 0.0016 0.0116 0.0050 0.0087 0.0028 0.0019 0.0034 0.0131 0.0049 0.0067 0.0027 0.0038 0.0010 0.0039 0.0147 0.0017 0.0031 0.0036 0.0029 0.0025 0.0021 0.0032 0.0054 0.0086 0.0101 0.0025 0.0010 0.0041 0.0013 0.0108 0.0359 0.1077 0.0557 0.0180 0.0097 0.0060 0.0042 0.0036 0.0129 0.0287 0.0509 0.1369 0.1354 0.0093 0.0191 0.0014 0.0014 0.0111 0.0031 0.0094 0.0077 0.0083 0.0063 0.0005 0.0051 0.0007 0.0004 0.0040 0.0041 0.0035 0.0087 0.0004 0.0038 0.0102 0.0033 0.0038 0.0007 0.0076 0.0051 0.0014 0.0008 0.0034 0.0017 0.0010 0.0029 0.0034 0.0050 0.0012 0.0009 0.0007 0.0004 0.0008 0.0008 0.0005 0.0004"
"619 621 668 670 716 717 718 719 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1366 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1513 1514 1515 1516 1517 1518 1519 1520 1521 1522 1523 1524 1567 1570 1574 1617 1619","45 3","1619","0.0021 0.0015 0.0058 0.0032 0.0010 0.0075 0.0016 0.0071 0.0018 0.0025 0.0038 0.0007 0.0013 0.0043 0.0015 0.0007 0.0078 0.0008 0.0029 0.0020 0.0011 0.0014 0.0114 0.0038 0.0072 0.0040 0.0176 0.0020 0.0111 0.0068 0.0034 0.0038 0.0149 0.0022 0.0047 0.0041 0.0011 0.0012 0.0067 0.0075 0.0046 0.0035 0.0016 0.0024 0.0013 0.0032 0.0045 0.0173 0.0040 0.0041 0.0010 0.0026 0.0009 0.0089 0.0395 0.0805 0.0786 0.0201 0.0134 0.0060 0.0088 0.0034 0.0086 0.0281 0.0356 0.1763 0.1033 0.0161 0.0150 0.0008 0.0014 0.0076 0.0039 0.0059 0.0125 0.0058 0.0116 0.0004 0.0062 0.0003 0.0007 0.0025 0.0073 0.0024 0.0045 0.0003 0.0058 0.0069 0.0014 0.0051 0.0010 0.0063 0.0066 0.0004 0.0002 0.0014 0.0011 0.0026 0.0005 0.0003 0.0018 0.0035 0.0059 0.0012 0.0011 0.0002 0.0010 0.0011 0.0008 0.0003"
"618 620 668 669 671 716 717 718 720 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1367 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1514 1515 1516 1517 1518 1520 1521 1522 1523 1524 1567 1569 1570 1574 1616 1618","-18 21","1618","0.0037 0.0041 0.0007 0.0017 0.0016 0.0072 0.0016 0.0158 0.0057 0.0020 0.0026 0.0009 0.0051 0.0034 0.0008 0.0022 0.0045 0.0014 0.0037 0.0023 0.0082 0.0004 0.0071 0.0027 0.0100 0.0025 0.0111 0.0062 0.0105 0.0033 0.0019 0.0040 0.0146 0.0054 0.0063 0.0034 0.0036 0.0013 0.0042 0.0143 0.0020 0.0027 0.0029 0.0037 0.0029 0.0021 0.0036 0.0056 0.0089 0.0094 0.0021 0.0013 0.0049 0.0015 0.0119 0.0376 0.1028 0.0555 0.0163 0.0084 0.0054 0.0035 0.0042 0.0139 0.0304 0.0502 0.1377 0.1217 0.0088 0.0165 0.0015 0.0015 0.0116 0.0033 0.0089 0.0073 0.0074 0.0055 0.0006 0.0054 0.0008 0.0005 0.0037 0.0038 0.0029 0.0085 0.0005 0.0035 0.0083 0.0035 0.0038 0.0007 0.0072 0.0045 0.0016 0.0010 0.0036 0.0018 0.0010 0.0027 0.0030 0.0044 0.0010 0.0008 0.0007 0.0004 0.0007 0.0006 0.0005 0.0005"
"619 621 668 670 716 717 718 719 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1366 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1513 1514 1515 1516 1517 1518 1519 1520 1521 1522 1523 1524 1570 1574 1617 1619","28 28","1619","0.0025 0.0017 0.0056 0.0029 0.0011 0.0070 0.0016 0.0066 0.0019 0.0028 0.0038 0.0007 0.0016 0.0037 0.0020 0.0006 0.0065 0.0007 0.0030 0.0025 0.0012 0.0016 0.0094 0.0038 0.0073 0.0042 0.0157 0.0021 0.0109 0.0058 0.0039 0.0038 0.0140 0.0020 0.0041 0.0034 0.0011 0.0012 0.0065 0.0067 0.0036 0.0029 0.0017 0.0023 0.0014 0.0031 0.0046 0.0160 0.0042 0.0038 0.0012 0.0029 0.0009 0.0092 0.0388 0.0821 0.0735 0.0198 0.0127 0.0055 0.0085 0.0037 0.0091 0.0299 0.0377 0.1713 0.1096 0.0155 0.0146 0.0009 0.0015 0.0083 0.0043 0.0063 0.0128 0.0061 0.0112 0.0005 0.0067 0.0005 0.0009 0.0028 0.0072 0.0025 0.0051 0.0004 0.0062 0.0076 0.0016 0.0059 0.0012 0.0070 0.0073 0.0006 0.0003 0.0017 0.0014 0.0032 0.0006 0.0004 0.0021 0.0041 0.0066 0.0014 0.0013 0.0012 0.0015 0.0010 0.0005"
"618 620 668 669 671 716 717 718 720 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1367 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1514 1515 1516 1517 1518 1520 1521 1522 1523 1524 1567 1569 1570 1574 1616 1618","31 -29","668","0.0046 0.0065 0.0008 0.0021 0.0024 0.0056 0.0015 0.0163 0.0074 0.0016 0.0022 0.0009 0.0052 0.0030 0.0008 0.0021 0.0042 0.0021 0.0045 0.0024 0.0078 0.0005 0.0075 0.0038 0.0138 0.0026 0.0134 0.0102 0.0091 0.0033 0.0026 0.0053 0.0134 0.0058 0.0067 0.0041 0.0044 0.0008 0.0036 0.0141 0.0022 0.0033 0.0043 0.0019 0.0018 0.0014 0.0029 0.0049 0.0092 0.0100 0.0030 0.0007 0.0030 0.0010 0.0095 0.0334 0.0976 0.0647 0.0194 0.0114 0.0077 0.0054 0.0026 0.0094 0.0230 0.0415 0.1364 0.1271 0.0110 0.0209 0.0009 0.0010 0.0087 0.0029 0.0081 0.0081 0.0085 0.0070 0.0004 0.0041 0.0008 0.0005 0.0038 0.0046 0.0034 0.0059 0.0005 0.0036 0.0091 0.0023 0.0028 0.0007 0.0074 0.0050 0.0007 0.0005 0.0020 0.0011 0.0007 0.0026 0.0029 0.0048 0.0012 0.0011 0.0004 0.0003 0.0006 0.0008 0.0003 0.0003"
"619 621 668 670 716 717 718 719 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1366 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1513 1514 1515 1516 1517 1518 1519 1520 1521 1522 1523 1524 1570 1574 1617 1619","36 31","718","0.0037 0.0030 0.0061 0.0041 0.0009 0.0067 0.0015 0.0078 0.0015 0.0023 0.0038 0.0006 0.0014 0.0034 0.0018 0.0009 0.0067 0.0010 0.0028 0.0026 0.0011 0.0022 0.0112 0.0057 0.0065 0.0068 0.0210 0.0021 0.0096 0.0068 0.0046 0.0039 0.0130 0.0027 0.0050 0.0041 0.0006 0.0013 0.0066 0.0071 0.0054 0.0041 0.0010 0.0015 0.0011 0.0026 0.0039 0.0157 0.0047 0.0053 0.0006 0.0017 0.0007 0.0067 0.0330 0.0806 0.0757 0.0230 0.0151 0.0078 0.0112 0.0023 0.0066 0.0224 0.0335 0.1652 0.1133 0.0171 0.0189 0.0005 0.0010 0.0061 0.0034 0.0064 0.0118 0.0069 0.0135 0.0003 0.0047 0.0005 0.0009 0.0030 0.0079 0.0031 0.0041 0.0003 0.0063 0.0081 0.0011 0.0040 0.0011 0.0072 0.0076 0.0002 0.0002 0.0009 0.0009 0.0019 0.0004 0.0003 0.0020 0.0042 0.0070 0.0017 0.0015 0.0011 0.0016 0.0006 0.0003"
"618 620 668 669 671 716 717 718 720 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1514 1515 1516 1517 1518 1520 1521 1522 1523 1524 1567 1569 1570 1574 1616 1618","77 -96","668","0.0046 0.0084 0.0006 0.0018 0.0029 0.0038 0.0011 0.0132 0.0073 0.0009 0.0014 0.0007 0.0038 0.0019 0.0010 0.0015 0.0036 0.0025 0.0042 0.0019 0.0058 0.0004 0.0075 0.0054 0.0165 0.0022 0.0166 0.0132 0.0068 0.0030 0.0039 0.0062 0.0109 0.0055 0.0077 0.0050 0.0071 0.0004 0.0031 0.0128 0.0029 0.0052 0.0073 0.0009 0.0011 0.0010 0.0022 0.0038 0.0090 0.0103 0.0052 0.0003 0.0015 0.0007 0.0064 0.0282 0.0908 0.0681 0.0227 0.0156 0.0122 0.0098 0.0014 0.0060 0.0164 0.0343 0.1335 0.1282 0.0135 0.0295 0.0005 0.0006 0.0058 0.0023 0.0076 0.0086 0.0097 0.0107 0.0030 0.0007 0.0005 0.0037 0.0057 0.0050 0.0044 0.0005 0.0043 0.0111 0.0014 0.0021 0.0007 0.0085 0.0063 0.0003 0.0003 0.0011 0.0007 0.0005 0.0026 0.0034 0.0063 0.0018 0.0018 0.0002 0.0002 0.0006 0.0012 0.0002 0.0002"
"619 621 668 670 716 717 718 719 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1515 1516 1517 1518 1519 1520 1521 1522 1523 1524 1570 1574 1617 1619","44 19","718","0.0049 0.0044 0.0057 0.0050 0.0006 0.0055 0.0012 0.0076 0.0010 0.0015 0.0030 0.0008 0.0009 0.0031 0.0012 0.0011 0.0071 0.0013 0.0021 0.0021 0.0008 0.0030 0.0130 0.0082 0.0049 0.0092 0.0262 0.0018 0.0075 0.0086 0.0057 0.0036 0.0112 0.0041 0.0082 0.0066 0.0003 0.0012 0.0064 0.0080 0.0093 0.0073 0.0005 0.0009 0.0008 0.0020 0.0030 0.0145 0.0055 0.0086 0.0003 0.0009 0.0005 0.0045 0.0269 0.0751 0.0763 0.0257 0.0186 0.0124 0.0171 0.0011 0.0041 0.0149 0.0275 0.1510 0.1108 0.0192 0.0271 0.0003 0.0006 0.0040 0.0024 0.0061 0.0107 0.0076 0.0189 0.0030 0.0004 0.0008 0.0030 0.0088 0.0045 0.0031 0.0003 0.0062 0.0092 0.0007 0.0025 0.0010 0.0081 0.0085 0.0004 0.0005 0.0010 0.0003 0.0002 0.0021 0.0045 0.0081 0.0023 0.0021 0.0010 0.0020 0.0003 0.0002"
"618 620 668 669 671 716 717 718 720 765 766 768 769 816 819 867 869 870 871 917 918 919 920 921 922 968 971 972 1018 1019 1021 1022 1069 1070 1071 1072 1073 1115 1119 1120 1121 1123 1124 1165 1166 1167 1168 1169 1170 1171 1174 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1266 1267 1268 1269 1270 1271 1272 1273 1316 1317 1318 1319 1320 1321 1322 1323 1368 1369 1370 1371 1372 1373 1418 1420 1421 1422 1467 1468 1470 1471 1472 1515 1516 1517 1518 1520 1521 1522 1523 1524 1567 1570 1574","13 13","717","0.0064 0.0096 0.0005 0.0018 0.0026 0.0054 0.0012 0.0144 0.0064 0.0013 0.0017 0.0011 0.0038 0.0023 0.0013 0.0017 0.0044 0.0034 0.0036 0.0022 0.0061 0.0004 0.0083 0.0060 0.0140 0.0027 0.0177 0.0128 0.0076 0.0033 0.0047 0.0075 0.0113 0.0055 0.0087 0.0061 0.0078 0.0004 0.0033 0.0125 0.0041 0.0060 0.0064 0.0009 0.0013 0.0013 0.0025 0.0039 0.0098 0.0104 0.0047 0.0003 0.0014 0.0007 0.0062 0.0311 0.0930 0.0651 0.0200 0.0126 0.0098 0.0073 0.0013 0.0062 0.0168 0.0366 0.1424 0.1174 0.0125 0.0269 0.0004 0.0006 0.0054 0.0022 0.0078 0.0080 0.0082 0.0107 0.0029 0.0008 0.0005 0.0033 0.0053 0.0049 0.0045 0.0005 0.0043 0.0098 0.0012 0.0020 0.0007 0.0090 0.0061 0.0002 0.0009 0.0006 0.0004 0.0028 0.0037 0.0062 0.0017 0.0015 0.0002 0.0007 0.0010"
