"state_no_vec","z","z_true","pr_post"
"1069 1116 1119 1165 1166 1167 1168 1169 1170 1171 1172 1214 1216 1217 1218 1219 1220 1221 1222 1223 1227 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1319 1320 1321 1322 1323 1324 1371 1372 1421 1422 1471 1472 1572 1622","21 31","1221","0.0021 0.0005 0.0022 0.0011 0.0008 0.0093 0.0023 0.0120 0.0211 0.0501 0.0008 0.0002 0.0029 0.0016 0.0174 0.0071 0.3210 0.1406 0.0218 0.0053 0.0003 0.0029 0.0023 0.0112 0.0259 0.1455 0.0044 0.0125 0.0043 0.0017 0.0015 0.0009 0.0003 0.0035 0.0189 0.0054 0.0143 0.0062 0.0064 0.0197 0.0008 0.0087 0.0582 0.0070 0.0066 0.0099 0.0006"
"1069 1115 1117 1119 1165 1166 1167 1168 1169 1170 1171 1172 1177 1215 1217 1218 1219 1220 1221 1222 1223 1227 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1319 1320 1321 1322 1323 1324 1371 1372 1421 1422 1471 1472 1522 1572 1622","15 32","1271","0.0009 0.0004 0.0011 0.0056 0.0006 0.0072 0.0027 0.0071 0.0055 0.0281 0.0232 0.0019 0.0002 0.0008 0.0079 0.0062 0.0237 0.1126 0.3844 0.0060 0.0054 0.0003 0.0029 0.0006 0.0102 0.0046 0.0836 0.0461 0.0232 0.0071 0.0034 0.0016 0.0011 0.0009 0.0003 0.0053 0.0064 0.0204 0.0020 0.0066 0.0057 0.0040 0.0113 0.0787 0.0150 0.0010 0.0043 0.0130 0.0009 0.0079"
"1069 1114 1116 1119 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1319 1320 1321 1322 1323 1324 1371 1372 1421 1422 1471 1472 1522 1572 1622","-3 16","1270","0.0037 0.0005 0.0013 0.0037 0.0030 0.0021 0.0172 0.0039 0.0153 0.0258 0.0554 0.0011 0.0002 0.0008 0.0006 0.0062 0.0031 0.0223 0.0093 0.3084 0.1607 0.0208 0.0048 0.0003 0.0005 0.0044 0.0036 0.0108 0.0262 0.1176 0.0051 0.0096 0.0030 0.0013 0.0011 0.0008 0.0003 0.0037 0.0140 0.0048 0.0153 0.0038 0.0040 0.0144 0.0022 0.0128 0.0487 0.0051 0.0098 0.0006 0.0052 0.0009"
"1069 1115 1117 1119 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1319 1320 1321 1322 1323 1324 1371 1372 1421 1422 1471 1472 1522 1572 1622","27 20","1220","0.0021 0.0011 0.0025 0.0102 0.0011 0.0114 0.0047 0.0093 0.0083 0.0344 0.0348 0.0031 0.0005 0.0003 0.0013 0.0010 0.0089 0.0073 0.0212 0.1255 0.4081 0.0090 0.0075 0.0006 0.0005 0.0027 0.0009 0.0091 0.0038 0.0627 0.0497 0.0264 0.0073 0.0032 0.0019 0.0017 0.0015 0.0005 0.0035 0.0048 0.0133 0.0036 0.0054 0.0053 0.0030 0.0081 0.0404 0.0164 0.0008 0.0025 0.0038 0.0006 0.0026"
"1069 1114 1115 1116 1119 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1263 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1319 1320 1321 1322 1323 1324 1371 1372 1421 1422 1471 1472 1522 1572 1622","17 22","1219","0.0056 0.0008 0.0005 0.0023 0.0061 0.0004 0.0036 0.0037 0.0205 0.0055 0.0194 0.0296 0.0605 0.0016 0.0004 0.0008 0.0007 0.0065 0.0037 0.0191 0.0098 0.3113 0.1824 0.0226 0.0054 0.0005 0.0004 0.0007 0.0040 0.0038 0.0080 0.0274 0.1144 0.0067 0.0105 0.0028 0.0012 0.0014 0.0011 0.0005 0.0003 0.0029 0.0100 0.0043 0.0132 0.0037 0.0037 0.0084 0.0024 0.0120 0.0248 0.0024 0.0029 0.0004 0.0015 0.0008"
"1064 1069 1114 1115 1117 1119 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1319 1320 1321 1322 1323 1324 1329 1371 1372 1421 1422 1471 1472 1522 1572 1622","-26 14","1169","0.0008 0.0033 0.0005 0.0025 0.0049 0.0141 0.0003 0.0029 0.0210 0.0091 0.0132 0.0116 0.0354 0.0328 0.0025 0.0003 0.0007 0.0031 0.0026 0.0139 0.0101 0.0235 0.1449 0.3732 0.0083 0.0057 0.0004 0.0013 0.0048 0.0019 0.0112 0.0046 0.0672 0.0535 0.0199 0.0059 0.0019 0.0010 0.0008 0.0009 0.0003 0.0003 0.0038 0.0055 0.0109 0.0039 0.0046 0.0037 0.0002 0.0030 0.0041 0.0263 0.0107 0.0010 0.0014 0.0014 0.0007 0.0019"
"1014 1064 1069 1114 1115 1116 1117 1119 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1319 1320 1321 1322 1323 1324 1371 1372 1421 1422 1471 1472 1522 1572 1622","58 17","1168","0.0004 0.0003 0.0075 0.0014 0.0010 0.0033 0.0006 0.0079 0.0006 0.0049 0.0055 0.0233 0.0058 0.0200 0.0283 0.0605 0.0018 0.0006 0.0014 0.0013 0.0088 0.0044 0.0173 0.0098 0.2767 0.2061 0.0233 0.0065 0.0007 0.0008 0.0005 0.0012 0.0050 0.0043 0.0076 0.0296 0.1145 0.0087 0.0111 0.0030 0.0012 0.0014 0.0012 0.0007 0.0005 0.0032 0.0104 0.0050 0.0098 0.0039 0.0042 0.0068 0.0018 0.0096 0.0185 0.0017 0.0015 0.0005 0.0013 0.0006"
"1064 1069 1077 1114 1115 1116 1117 1119 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1329 1371 1372 1421 1422 1471 1472 1522 1572 1622","34 33","1167","0.0007 0.0030 0.0003 0.0005 0.0017 0.0004 0.0038 0.0123 0.0003 0.0007 0.0021 0.0141 0.0070 0.0095 0.0099 0.0311 0.0341 0.0028 0.0009 0.0006 0.0022 0.0024 0.0096 0.0081 0.0177 0.1499 0.3668 0.0114 0.0080 0.0008 0.0003 0.0011 0.0038 0.0017 0.0080 0.0043 0.0624 0.0667 0.0210 0.0096 0.0034 0.0020 0.0017 0.0020 0.0009 0.0010 0.0004 0.0035 0.0063 0.0123 0.0051 0.0073 0.0066 0.0009 0.0039 0.0042 0.0271 0.0116 0.0011 0.0019 0.0019 0.0009 0.0025"
"1014 1064 1069 1077 1114 1115 1116 1117 1119 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1319 1320 1321 1322 1323 1324 1329 1363 1371 1372 1379 1421 1422 1471 1472 1522 1572 1622","35 29","1217","0.0003 0.0002 0.0053 0.0004 0.0009 0.0007 0.0022 0.0007 0.0060 0.0004 0.0014 0.0031 0.0041 0.0149 0.0045 0.0149 0.0253 0.0529 0.0017 0.0011 0.0010 0.0009 0.0061 0.0034 0.0125 0.0094 0.2589 0.2173 0.0226 0.0075 0.0014 0.0007 0.0004 0.0011 0.0036 0.0035 0.0067 0.0336 0.1151 0.0110 0.0155 0.0055 0.0023 0.0028 0.0025 0.0015 0.0015 0.0028 0.0106 0.0067 0.0114 0.0071 0.0076 0.0017 0.0003 0.0090 0.0024 0.0016 0.0141 0.0253 0.0024 0.0028 0.0011 0.0029 0.0012"
"1064 1069 1077 1114 1115 1116 1117 1119 1124 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1329 1371 1372 1378 1379 1421 1422 1471 1472 1522 1572 1622","-4 32","1167","0.0007 0.0026 0.0004 0.0006 0.0017 0.0006 0.0035 0.0102 0.0003 0.0005 0.0009 0.0026 0.0143 0.0075 0.0088 0.0096 0.0300 0.0326 0.0021 0.0009 0.0008 0.0024 0.0030 0.0091 0.0091 0.0188 0.1676 0.3364 0.0108 0.0070 0.0008 0.0006 0.0015 0.0044 0.0019 0.0075 0.0049 0.0631 0.0670 0.0188 0.0101 0.0043 0.0022 0.0017 0.0019 0.0008 0.0010 0.0008 0.0034 0.0068 0.0121 0.0054 0.0080 0.0071 0.0009 0.0048 0.0046 0.0011 0.0011 0.0310 0.0138 0.0013 0.0024 0.0031 0.0013 0.0026"
"1014 1064 1069 1077 1114 1115 1116 1117 1119 1124 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1319 1320 1321 1322 1323 1324 1329 1363 1371 1372 1377 1378 1379 1421 1422 1471 1472 1522 1572 1622","59 21","1217","0.0003 0.0003 0.0047 0.0007 0.0009 0.0009 0.0021 0.0010 0.0057 0.0006 0.0006 0.0020 0.0033 0.0047 0.0145 0.0045 0.0140 0.0254 0.0504 0.0016 0.0013 0.0011 0.0011 0.0064 0.0037 0.0126 0.0106 0.2429 0.2304 0.0207 0.0073 0.0015 0.0009 0.0006 0.0013 0.0036 0.0039 0.0067 0.0359 0.1068 0.0114 0.0148 0.0059 0.0028 0.0030 0.0025 0.0015 0.0014 0.0029 0.0104 0.0071 0.0110 0.0075 0.0085 0.0016 0.0005 0.0087 0.0027 0.0016 0.0017 0.0015 0.0154 0.0268 0.0025 0.0039 0.0013 0.0025 0.0012"
"1064 1069 1077 1114 1115 1116 1117 1119 1123 1124 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1327 1329 1371 1372 1377 1378 1379 1413 1421 1422 1471 1472 1522 1572 1622","7 18","1167","0.0012 0.0034 0.0008 0.0011 0.0024 0.0011 0.0043 0.0117 0.0006 0.0005 0.0008 0.0014 0.0033 0.0164 0.0093 0.0096 0.0111 0.0329 0.0377 0.0022 0.0010 0.0010 0.0025 0.0035 0.0091 0.0102 0.0182 0.1803 0.3272 0.0119 0.0070 0.0009 0.0007 0.0014 0.0039 0.0019 0.0068 0.0048 0.0551 0.0668 0.0173 0.0100 0.0047 0.0023 0.0021 0.0021 0.0008 0.0009 0.0008 0.0030 0.0061 0.0100 0.0051 0.0072 0.0066 0.0004 0.0008 0.0041 0.0039 0.0011 0.0016 0.0009 0.0005 0.0232 0.0117 0.0010 0.0018 0.0017 0.0007 0.0015"
"1014 1064 1069 1073 1077 1114 1115 1116 1117 1119 1123 1124 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1329 1363 1371 1372 1377 1378 1379 1421 1422 1463 1471 1472 1522 1572 1622","21 40","1166","0.0006 0.0005 0.0044 0.0004 0.0005 0.0017 0.0014 0.0029 0.0015 0.0062 0.0004 0.0007 0.0006 0.0014 0.0050 0.0069 0.0178 0.0055 0.0150 0.0245 0.0435 0.0015 0.0008 0.0017 0.0020 0.0089 0.0054 0.0137 0.0121 0.2352 0.2280 0.0173 0.0060 0.0010 0.0015 0.0011 0.0019 0.0047 0.0055 0.0072 0.0405 0.1037 0.0106 0.0124 0.0046 0.0024 0.0023 0.0023 0.0011 0.0008 0.0006 0.0035 0.0108 0.0074 0.0102 0.0071 0.0076 0.0010 0.0010 0.0087 0.0027 0.0019 0.0020 0.0010 0.0182 0.0262 0.0008 0.0029 0.0032 0.0012 0.0026 0.0021"
"1064 1069 1072 1073 1077 1114 1115 1116 1117 1119 1123 1124 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1262 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1327 1329 1363 1371 1372 1377 1378 1379 1413 1421 1422 1471 1472 1513 1522 1572 1622","1 30","1216","0.0016 0.0031 0.0004 0.0003 0.0004 0.0015 0.0032 0.0014 0.0048 0.0102 0.0005 0.0004 0.0005 0.0008 0.0045 0.0197 0.0117 0.0096 0.0108 0.0288 0.0338 0.0018 0.0007 0.0019 0.0040 0.0053 0.0107 0.0126 0.0177 0.1750 0.2978 0.0111 0.0058 0.0008 0.0008 0.0017 0.0025 0.0057 0.0030 0.0080 0.0060 0.0565 0.0693 0.0164 0.0089 0.0042 0.0018 0.0018 0.0016 0.0007 0.0007 0.0016 0.0039 0.0079 0.0110 0.0053 0.0066 0.0059 0.0004 0.0005 0.0010 0.0052 0.0045 0.0014 0.0015 0.0006 0.0017 0.0295 0.0162 0.0016 0.0026 0.0013 0.0025 0.0020 0.0024"
"1014 1064 1069 1073 1077 1114 1115 1116 1117 1119 1123 1124 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1262 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1327 1329 1363 1371 1372 1377 1378 1379 1413 1421 1422 1463 1471 1472 1514 1522 1563 1572 1622","8 41","1166","0.0007 0.0008 0.0038 0.0004 0.0003 0.0023 0.0019 0.0032 0.0019 0.0058 0.0003 0.0004 0.0003 0.0008 0.0062 0.0093 0.0200 0.0059 0.0136 0.0229 0.0388 0.0013 0.0006 0.0027 0.0027 0.0117 0.0067 0.0147 0.0124 0.2152 0.2190 0.0157 0.0054 0.0007 0.0006 0.0037 0.0021 0.0030 0.0059 0.0068 0.0076 0.0408 0.0958 0.0111 0.0109 0.0040 0.0021 0.0018 0.0020 0.0008 0.0007 0.0014 0.0041 0.0115 0.0084 0.0103 0.0062 0.0067 0.0005 0.0007 0.0021 0.0098 0.0036 0.0018 0.0018 0.0006 0.0014 0.0243 0.0330 0.0026 0.0036 0.0048 0.0007 0.0032 0.0016 0.0041 0.0028"
"964 1014 1064 1069 1072 1077 1114 1115 1116 1117 1119 1123 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1262 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1327 1329 1363 1371 1372 1377 1378 1379 1413 1421 1422 1463 1471 1472 1513 1515 1522 1572 1613 1622","17 30","1216","0.0003 0.0004 0.0014 0.0023 0.0003 0.0003 0.0013 0.0028 0.0013 0.0041 0.0076 0.0003 0.0003 0.0007 0.0043 0.0177 0.0114 0.0078 0.0092 0.0242 0.0305 0.0016 0.0006 0.0018 0.0037 0.0060 0.0098 0.0127 0.0155 0.1614 0.2725 0.0113 0.0058 0.0008 0.0012 0.0028 0.0029 0.0061 0.0035 0.0079 0.0062 0.0531 0.0714 0.0181 0.0094 0.0045 0.0019 0.0019 0.0017 0.0008 0.0006 0.0027 0.0045 0.0090 0.0125 0.0075 0.0071 0.0064 0.0005 0.0006 0.0016 0.0075 0.0070 0.0016 0.0015 0.0005 0.0026 0.0444 0.0276 0.0017 0.0026 0.0061 0.0040 0.0010 0.0050 0.0034 0.0013 0.0036"
"1014 1022 1064 1069 1073 1077 1114 1115 1116 1117 1119 1124 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1262 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1327 1329 1363 1371 1372 1377 1378 1379 1413 1421 1422 1463 1471 1472 1513 1514 1516 1522 1563 1572 1622 1663","-25 2","1166","0.0017 0.0003 0.0016 0.0046 0.0003 0.0003 0.0035 0.0031 0.0045 0.0029 0.0068 0.0003 0.0003 0.0007 0.0084 0.0135 0.0242 0.0071 0.0142 0.0258 0.0410 0.0014 0.0006 0.0033 0.0033 0.0137 0.0078 0.0159 0.0132 0.2127 0.2197 0.0154 0.0051 0.0006 0.0013 0.0054 0.0023 0.0037 0.0059 0.0068 0.0071 0.0374 0.0813 0.0118 0.0098 0.0036 0.0018 0.0014 0.0015 0.0006 0.0005 0.0023 0.0035 0.0091 0.0076 0.0105 0.0049 0.0051 0.0004 0.0004 0.0032 0.0084 0.0041 0.0010 0.0010 0.0003 0.0017 0.0228 0.0302 0.0027 0.0028 0.0045 0.0017 0.0013 0.0009 0.0023 0.0029 0.0023 0.0015 0.0007"
"964 972 1014 1064 1069 1072 1077 1114 1115 1116 1117 1119 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1262 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1327 1329 1363 1371 1372 1377 1378 1379 1413 1421 1422 1463 1471 1472 1513 1514 1515 1517 1522 1563 1572 1613 1622 1662","12 13","1216","0.0018 0.0004 0.0016 0.0040 0.0043 0.0004 0.0003 0.0033 0.0058 0.0029 0.0080 0.0119 0.0003 0.0008 0.0075 0.0269 0.0183 0.0107 0.0132 0.0297 0.0374 0.0019 0.0005 0.0024 0.0056 0.0088 0.0125 0.0141 0.0167 0.1723 0.2726 0.0117 0.0055 0.0006 0.0019 0.0037 0.0034 0.0060 0.0039 0.0080 0.0054 0.0458 0.0642 0.0157 0.0074 0.0029 0.0015 0.0014 0.0012 0.0006 0.0004 0.0035 0.0035 0.0066 0.0084 0.0065 0.0047 0.0043 0.0002 0.0003 0.0021 0.0049 0.0045 0.0007 0.0006 0.0002 0.0027 0.0248 0.0169 0.0014 0.0014 0.0027 0.0027 0.0004 0.0009 0.0006 0.0016 0.0008 0.0010 0.0013 0.0016 0.0003"
"963 964 971 1014 1022 1064 1069 1077 1114 1115 1116 1117 1119 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1262 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1329 1363 1371 1372 1377 1378 1379 1413 1421 1422 1463 1467 1471 1472 1513 1514 1515 1516 1522 1563 1572 1613 1622 1663","32 12","1166","0.0010 0.0009 0.0005 0.0028 0.0005 0.0023 0.0066 0.0006 0.0043 0.0036 0.0059 0.0042 0.0100 0.0005 0.0011 0.0085 0.0146 0.0262 0.0081 0.0174 0.0288 0.0473 0.0019 0.0008 0.0030 0.0038 0.0131 0.0085 0.0145 0.0129 0.2107 0.2390 0.0166 0.0059 0.0007 0.0009 0.0039 0.0019 0.0033 0.0056 0.0066 0.0060 0.0360 0.0820 0.0118 0.0094 0.0030 0.0016 0.0016 0.0016 0.0007 0.0006 0.0018 0.0031 0.0076 0.0062 0.0086 0.0043 0.0045 0.0004 0.0025 0.0056 0.0028 0.0006 0.0007 0.0003 0.0014 0.0149 0.0181 0.0018 0.0005 0.0016 0.0018 0.0010 0.0006 0.0003 0.0006 0.0007 0.0013 0.0011 0.0003 0.0010 0.0005"
"913 963 964 972 1014 1021 1064 1069 1077 1114 1115 1116 1117 1119 1124 1125 1127 1165 1166 1167 1168 1169 1170 1171 1172 1177 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1227 1262 1263 1264 1266 1267 1268 1269 1270 1271 1272 1273 1274 1275 1276 1277 1278 1279 1313 1319 1320 1321 1322 1323 1324 1329 1363 1371 1372 1377 1378 1379 1413 1417 1421 1422 1463 1468 1471 1472 1513 1514 1515 1516 1517 1522 1563 1572 1613 1622 1662","-7 38","1216","0.0007 0.0007 0.0024 0.0004 0.0022 0.0003 0.0047 0.0048 0.0004 0.0040 0.0058 0.0039 0.0087 0.0130 0.0004 0.0004 0.0009 0.0083 0.0276 0.0196 0.0111 0.0142 0.0285 0.0358 0.0019 0.0005 0.0034 0.0065 0.0101 0.0134 0.0139 0.0156 0.1771 0.2625 0.0117 0.0053 0.0006 0.0020 0.0039 0.0040 0.0069 0.0046 0.0081 0.0054 0.0464 0.0693 0.0139 0.0073 0.0024 0.0012 0.0011 0.0011 0.0005 0.0004 0.0038 0.0036 0.0069 0.0078 0.0056 0.0045 0.0039 0.0004 0.0027 0.0042 0.0030 0.0005 0.0005 0.0002 0.0038 0.0003 0.0190 0.0119 0.0022 0.0003 0.0012 0.0014 0.0034 0.0005 0.0008 0.0004 0.0007 0.0010 0.0012 0.0009 0.0015 0.0015 0.0005"
