"state_no_vec","z","z_true","pr_post"
"1013 1014 1015 1016 1017 1062 1063 1064 1111 1114 1115 1117 1160 1165 1166 1167 1168 1169 1170 1208 1209 1210 1214 1215 1216 1217 1218 1219 1220 1221 1259 1260 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","38 33","1271","0.0027 0.0027 0.0022 0.0014 0.0027 0.0008 0.0008 0.0032 0.0002 0.0027 0.0048 0.0010 0.0003 0.0043 0.0055 0.0155 0.0242 0.0608 0.0307 0.0012 0.0014 0.0002 0.0183 0.0275 0.0139 0.0086 0.0124 0.1768 0.1639 0.0230 0.0032 0.0012 0.0079 0.0139 0.0220 0.0197 0.0088 0.0091 0.0202 0.0585 0.1338 0.0878"
"1013 1014 1015 1016 1017 1061 1062 1063 1064 1105 1114 1115 1117 1157 1160 1165 1166 1167 1168 1169 1170 1208 1209 1214 1215 1216 1217 1218 1219 1220 1221 1259 1260 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","17 26","1271","0.0008 0.0020 0.0006 0.0010 0.0006 0.0002 0.0002 0.0009 0.0015 0.0002 0.0032 0.0029 0.0018 0.0002 0.0003 0.0045 0.0041 0.0138 0.0181 0.0596 0.0210 0.0012 0.0014 0.0186 0.0256 0.0135 0.0068 0.0199 0.1648 0.1741 0.0201 0.0041 0.0011 0.0086 0.0160 0.0222 0.0212 0.0084 0.0105 0.0159 0.0708 0.1399 0.0979"
"1013 1014 1015 1016 1017 1062 1063 1064 1105 1114 1115 1117 1157 1160 1165 1166 1167 1168 1169 1170 1208 1209 1210 1214 1215 1216 1217 1218 1219 1220 1221 1259 1260 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","22 22","1271","0.0011 0.0014 0.0008 0.0005 0.0008 0.0004 0.0004 0.0028 0.0001 0.0025 0.0042 0.0007 0.0002 0.0003 0.0037 0.0043 0.0141 0.0236 0.0749 0.0322 0.0009 0.0011 0.0002 0.0145 0.0209 0.0112 0.0063 0.0159 0.2007 0.2018 0.0250 0.0024 0.0007 0.0051 0.0094 0.0144 0.0127 0.0054 0.0072 0.0158 0.0517 0.1229 0.0848"
"1013 1014 1015 1016 1017 1063 1064 1105 1114 1115 1117 1157 1160 1165 1166 1167 1168 1169 1170 1208 1209 1210 1214 1215 1216 1217 1218 1219 1220 1221 1259 1260 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","30 27","1271","0.0004 0.0015 0.0003 0.0004 0.0002 0.0004 0.0013 0.0001 0.0026 0.0023 0.0006 0.0001 0.0002 0.0032 0.0036 0.0130 0.0214 0.0668 0.0283 0.0007 0.0008 0.0002 0.0107 0.0213 0.0092 0.0051 0.0149 0.1813 0.1839 0.0266 0.0019 0.0005 0.0041 0.0076 0.0109 0.0121 0.0056 0.0057 0.0136 0.0758 0.1551 0.1052"
"1013 1014 1015 1016 1017 1064 1114 1115 1117 1160 1165 1166 1167 1168 1169 1170 1208 1209 1210 1214 1215 1216 1217 1218 1219 1220 1221 1259 1260 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","33 20","1271","0.0008 0.0014 0.0007 0.0004 0.0004 0.0022 0.0019 0.0028 0.0003 0.0001 0.0029 0.0037 0.0138 0.0236 0.0761 0.0336 0.0004 0.0005 0.0001 0.0083 0.0156 0.0085 0.0040 0.0127 0.1979 0.2115 0.0270 0.0010 0.0003 0.0023 0.0041 0.0070 0.0074 0.0034 0.0045 0.0092 0.0563 0.1400 0.1132"
"1013 1014 1015 1016 1017 1063 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1208 1209 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","53 32","1271","0.0003 0.0013 0.0004 0.0004 0.0002 0.0002 0.0010 0.0016 0.0018 0.0003 0.0025 0.0033 0.0123 0.0218 0.0671 0.0310 0.0002 0.0003 0.0055 0.0153 0.0061 0.0036 0.0083 0.1862 0.2054 0.0294 0.0007 0.0015 0.0030 0.0048 0.0062 0.0036 0.0031 0.0086 0.0696 0.1753 0.1178"
"1013 1014 1015 1016 1017 1064 1114 1115 1165 1166 1167 1168 1169 1170 1208 1209 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","41 24","1271","0.0004 0.0006 0.0004 0.0002 0.0003 0.0009 0.0011 0.0017 0.0024 0.0032 0.0125 0.0211 0.0692 0.0302 0.0001 0.0002 0.0048 0.0125 0.0060 0.0026 0.0078 0.1938 0.2240 0.0293 0.0004 0.0008 0.0018 0.0034 0.0045 0.0023 0.0030 0.0053 0.0599 0.1620 0.1316"
"1013 1014 1015 1016 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","43 -3","1271","0.0007 0.0025 0.0007 0.0008 0.0021 0.0026 0.0037 0.0004 0.0040 0.0052 0.0177 0.0301 0.0898 0.0374 0.0057 0.0177 0.0064 0.0031 0.0054 0.2031 0.2191 0.0289 0.0004 0.0007 0.0018 0.0033 0.0047 0.0025 0.0020 0.0047 0.0545 0.1450 0.0932"
"1013 1014 1015 1016 1017 1064 1114 1115 1165 1166 1167 1168 1169 1170 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","24 25","1271","0.0006 0.0012 0.0006 0.0004 0.0004 0.0014 0.0020 0.0024 0.0034 0.0042 0.0157 0.0263 0.0722 0.0362 0.0044 0.0156 0.0067 0.0026 0.0042 0.1868 0.2075 0.0313 0.0002 0.0005 0.0012 0.0025 0.0049 0.0026 0.0022 0.0036 0.0701 0.1622 0.1239"
"1013 1014 1015 1016 1017 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1214 1215 1216 1217 1218 1219 1220 1221 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","26 20","1271","0.0004 0.0012 0.0005 0.0006 0.0004 0.0015 0.0018 0.0028 0.0004 0.0031 0.0043 0.0157 0.0254 0.0789 0.0365 0.0038 0.0126 0.0058 0.0027 0.0032 0.1957 0.2253 0.0306 0.0003 0.0007 0.0020 0.0034 0.0023 0.0019 0.0030 0.0559 0.1578 0.1194"
"1013 1014 1015 1016 1017 1064 1114 1115 1165 1166 1167 1168 1169 1170 1214 1215 1216 1217 1218 1219 1220 1221 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","6 34","1271","0.0003 0.0008 0.0003 0.0002 0.0003 0.0011 0.0020 0.0022 0.0037 0.0046 0.0152 0.0242 0.0659 0.0295 0.0051 0.0203 0.0067 0.0031 0.0032 0.2058 0.2024 0.0249 0.0005 0.0015 0.0034 0.0064 0.0038 0.0030 0.0038 0.0757 0.1739 0.1060"
"1013 1014 1015 1016 1064 1114 1115 1165 1166 1167 1168 1169 1170 1214 1215 1216 1217 1218 1219 1220 1221 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","0 21","1271","0.0008 0.0021 0.0007 0.0004 0.0036 0.0041 0.0062 0.0072 0.0072 0.0209 0.0280 0.0805 0.0271 0.0136 0.0272 0.0140 0.0042 0.0043 0.2021 0.1978 0.0211 0.0016 0.0038 0.0089 0.0123 0.0044 0.0045 0.0044 0.0672 0.1299 0.0897"
"1013 1014 1015 1016 1064 1114 1115 1165 1166 1167 1168 1169 1170 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","58 25","1271","0.0005 0.0020 0.0006 0.0004 0.0022 0.0035 0.0045 0.0048 0.0050 0.0146 0.0255 0.0707 0.0347 0.0086 0.0195 0.0105 0.0058 0.0040 0.1873 0.1984 0.0289 0.0004 0.0010 0.0031 0.0065 0.0094 0.0058 0.0040 0.0058 0.0712 0.1538 0.1074"
"1013 1014 1015 1016 1064 1114 1115 1165 1166 1167 1168 1169 1170 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","36 17","1271","0.0009 0.0024 0.0011 0.0007 0.0032 0.0038 0.0043 0.0041 0.0043 0.0162 0.0257 0.0836 0.0359 0.0067 0.0154 0.0078 0.0045 0.0054 0.1946 0.2142 0.0287 0.0002 0.0008 0.0020 0.0046 0.0059 0.0038 0.0045 0.0045 0.0566 0.1424 0.1110"
"1013 1014 1015 1016 1017 1063 1064 1114 1115 1165 1166 1167 1168 1169 1170 1214 1215 1216 1217 1218 1219 1220 1221 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","6 22","1261","0.0019 0.0053 0.0016 0.0013 0.0007 0.0008 0.0060 0.0075 0.0065 0.0068 0.0077 0.0220 0.0340 0.0809 0.0341 0.0116 0.0328 0.0105 0.0048 0.0050 0.1931 0.1810 0.0221 0.0022 0.0052 0.0087 0.0116 0.0051 0.0045 0.0068 0.0629 0.1355 0.0794"
"1013 1014 1015 1016 1017 1063 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","14 22","1262","0.0027 0.0060 0.0023 0.0014 0.0011 0.0010 0.0080 0.0085 0.0088 0.0009 0.0116 0.0102 0.0292 0.0360 0.0861 0.0347 0.0179 0.0335 0.0206 0.0063 0.0075 0.1831 0.1714 0.0195 0.0009 0.0026 0.0056 0.0106 0.0147 0.0054 0.0053 0.0064 0.0614 0.1060 0.0726"
"1013 1014 1015 1016 1017 1062 1063 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","14 31","1263","0.0016 0.0042 0.0013 0.0010 0.0006 0.0003 0.0007 0.0046 0.0058 0.0077 0.0007 0.0083 0.0079 0.0202 0.0278 0.0638 0.0299 0.0158 0.0336 0.0166 0.0102 0.0063 0.1743 0.1604 0.0212 0.0016 0.0034 0.0080 0.0152 0.0206 0.0125 0.0065 0.0094 0.0738 0.1363 0.0877"
"1013 1014 1015 1016 1017 1063 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1208 1209 1214 1215 1216 1217 1218 1219 1220 1221 1259 1260 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","15 25","1214","0.0013 0.0028 0.0011 0.0007 0.0005 0.0006 0.0037 0.0060 0.0064 0.0005 0.0074 0.0063 0.0182 0.0235 0.0715 0.0239 0.0004 0.0005 0.0219 0.0303 0.0194 0.0095 0.0103 0.1803 0.1667 0.0175 0.0016 0.0005 0.0043 0.0108 0.0220 0.0233 0.0115 0.0160 0.0102 0.0638 0.1206 0.0841"
"1013 1014 1015 1016 1017 1063 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1208 1209 1214 1215 1216 1217 1218 1219 1220 1221 1259 1260 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","32 29","1215","0.0008 0.0022 0.0007 0.0006 0.0004 0.0003 0.0033 0.0038 0.0048 0.0004 0.0044 0.0045 0.0130 0.0228 0.0679 0.0304 0.0003 0.0004 0.0148 0.0236 0.0124 0.0085 0.0096 0.1738 0.1823 0.0242 0.0013 0.0003 0.0037 0.0089 0.0152 0.0158 0.0086 0.0110 0.0200 0.0662 0.1402 0.0986"
"1013 1014 1015 1016 1017 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1208 1209 1214 1215 1216 1217 1218 1219 1220 1221 1259 1260 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","55 36","1216","0.0006 0.0018 0.0006 0.0004 0.0004 0.0020 0.0028 0.0028 0.0003 0.0031 0.0032 0.0123 0.0200 0.0656 0.0282 0.0002 0.0003 0.0104 0.0178 0.0094 0.0053 0.0184 0.1812 0.1932 0.0259 0.0011 0.0002 0.0029 0.0062 0.0106 0.0111 0.0054 0.0081 0.0142 0.0624 0.1549 0.1168"
"1013 1014 1015 1016 1017 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1208 1209 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","38 16","1217","0.0008 0.0022 0.0009 0.0006 0.0005 0.0024 0.0022 0.0027 0.0004 0.0025 0.0035 0.0126 0.0229 0.0754 0.0328 0.0002 0.0002 0.0074 0.0150 0.0071 0.0040 0.0132 0.1904 0.2146 0.0282 0.0007 0.0017 0.0037 0.0061 0.0067 0.0035 0.0043 0.0122 0.0560 0.1507 0.1118"
"1013 1014 1015 1016 1017 1063 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1209 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","-5 16","1169","0.0024 0.0056 0.0020 0.0016 0.0010 0.0008 0.0041 0.0046 0.0040 0.0007 0.0052 0.0058 0.0199 0.0304 0.0803 0.0327 0.0007 0.0112 0.0274 0.0096 0.0042 0.0133 0.1963 0.1873 0.0233 0.0019 0.0032 0.0063 0.0093 0.0107 0.0042 0.0038 0.0088 0.0595 0.1346 0.0833"
"1013 1014 1015 1016 1017 1063 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1208 1209 1214 1215 1216 1217 1218 1219 1220 1221 1259 1260 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","43 25","1219","0.0016 0.0028 0.0016 0.0012 0.0010 0.0006 0.0026 0.0025 0.0035 0.0008 0.0042 0.0052 0.0176 0.0267 0.0750 0.0357 0.0004 0.0003 0.0088 0.0191 0.0110 0.0042 0.0083 0.1871 0.2021 0.0277 0.0009 0.0003 0.0017 0.0037 0.0066 0.0089 0.0039 0.0036 0.0077 0.0664 0.1377 0.1072"
"1013 1014 1015 1016 1017 1063 1064 1114 1115 1117 1165 1166 1167 1168 1169 1170 1208 1209 1214 1215 1216 1217 1218 1219 1220 1221 1259 1261 1262 1263 1264 1266 1267 1268 1269 1270 1271","5 22","1220","0.0024 0.0045 0.0017 0.0018 0.0013 0.0012 0.0036 0.0053 0.0060 0.0012 0.0076 0.0079 0.0231 0.0315 0.0799 0.0318 0.0008 0.0010 0.0135 0.0302 0.0119 0.0064 0.0084 0.1984 0.1810 0.0223 0.0018 0.0035 0.0063 0.0110 0.0123 0.0063 0.0041 0.0064 0.0580 0.1276 0.0780"
