"state_no_vec","z","z_true","pr_post"
"233 234 258 259 278 283 284 308 352 354 380 403 404 428 429 430 453 478 528 576","1 22","576","0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.00 0.00 0.07 0.00 0.01 0.13 0.05 0.74"
"303 328 403 429 526 528 601","1 22","601","0.00 0.00 0.00 0.00 0.01 0.00 0.99"
"525 603","2 23","603","0.00 1.00"
"578 603","2 24","603","0.00 1.00"
"578 603","2 24","603","0.00 1.00"
"578 603","2 23","603","0.00 1.00"
"578 603","2 24","603","0.00 1.00"
"578 603","2 23","603","0.00 1.00"
"578 603","3 22","578","1.00 0.00"
"527","2 21","527","1.00"
"502 503","2 20","502","1.00 0.00"
"479","4 19","479","1.00"
"455","5 18","455","1.00"
"406","6 16","406","1.00"
"306 331 356 404","6 11","331","0.05 0.95 0.00 0.00"
"284 308 354 356 380","7 12","308","0.00 0.99 0.00 0.00 0.00"
"259 283 284 308 309 334 356","8 10","283","0.11 0.63 0.03 0.22 0.00 0.00 0.00"
"233 234 258 259 260 281 283 284 285 306 307 308 309 331 334","7 10","258","0.01 0.00 0.67 0.03 0.00 0.00 0.24 0.02 0.00 0.00 0.00 0.02 0.00 0.00 0.00"
"233 234 257 258 259 260 281 283 284 285 306 307 308 331","9 8","233","0.65 0.13 0.00 0.09 0.10 0.00 0.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00"
"182 208 209 231 232 233 234 235 257 258 259 260 283 284 285","7 8","233","0.00 0.00 0.00 0.00 0.04 0.82 0.05 0.00 0.00 0.08 0.01 0.00 0.00 0.00 0.00"
"182 208 209 231 232 233 234 235 257 258 259 283 285","7 9","233","0.00 0.00 0.00 0.00 0.00 0.88 0.06 0.00 0.00 0.04 0.01 0.00 0.00"
"182 208 209 231 232 233 234 235 258 259 283 285","7 8","233","0.01 0.08 0.02 0.00 0.00 0.72 0.13 0.00 0.02 0.01 0.00 0.00"
"157 182 208 209 231 232 233 234 235 258 259 283 285","7 9","233","0.00 0.00 0.01 0.00 0.00 0.01 0.72 0.05 0.00 0.18 0.01 0.00 0.00"
"182 208 209 231 232 233 234 235 257 258 259 283 285","7 9","233","0.00 0.00 0.00 0.00 0.01 0.61 0.03 0.00 0.01 0.30 0.03 0.01 0.00"
"182 208 209 231 232 233 234 235 257 258 259 283 284 285","7 8","233","0.00 0.00 0.00 0.02 0.06 0.76 0.03 0.00 0.01 0.10 0.01 0.01 0.00 0.00"
"182 208 209 231 232 233 234 235 257 258 259 283 284 285","7 9","233","0.00 0.00 0.00 0.00 0.00 0.85 0.05 0.00 0.00 0.07 0.02 0.00 0.00 0.00"
"182 208 209 231 232 233 234 235 257 258 259 283 285","9 10","233","0.00 0.00 0.00 0.00 0.00 0.19 0.21 0.00 0.00 0.09 0.50 0.00 0.00"
"208 209 231 232 233 234 235 258 259 260 283 284 285","8 9","233","0.00 0.00 0.00 0.00 0.94 0.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00"
"182 208 209 231 232 233 234 235 258 259 283","7 9","233","0.00 0.00 0.00 0.00 0.02 0.81 0.05 0.00 0.10 0.00 0.00"
"182 208 209 231 232 233 234 235 257 258 259 283","8 9","233","0.00 0.00 0.00 0.00 0.00 0.69 0.06 0.00 0.00 0.21 0.03 0.00"
"182 208 209 231 232 233 234 235 257 258 259 283 284 285","9 10","233","0.00 0.00 0.00 0.00 0.00 0.16 0.13 0.00 0.00 0.07 0.62 0.00 0.01 0.01"
"208 209 231 232 233 234 235 258 259 260 283 284 285","8 9","233","0.00 0.01 0.00 0.00 0.23 0.73 0.01 0.00 0.01 0.01 0.00 0.00 0.00"
"208 209 231 232 233 234 235 258 259 260 283 284 285","9 8","234","0.01 0.28 0.00 0.00 0.03 0.61 0.06 0.00 0.00 0.00 0.00 0.00 0.00"
"132 158 183 184 185 208 209 210 232 233 234 235 236 258 260 261 285","9 7","209","0.00 0.00 0.00 0.02 0.00 0.00 0.86 0.00 0.00 0.00 0.04 0.07 0.00 0.00 0.00 0.00 0.00"
"132 158 183 184 185 208 209 210 233 234 235 236 261 285 286","8 9","209","0.00 0.00 0.00 0.00 0.00 0.01 0.48 0.00 0.03 0.46 0.02 0.00 0.00 0.00 0.00"
"132 158 183 184 185 208 209 210 232 233 234 235 258 260 285","7 7","209","0.00 0.00 0.02 0.00 0.00 0.19 0.30 0.00 0.01 0.38 0.09 0.00 0.00 0.00 0.00"
"132 157 182 183 184 185 208 209 231 232 233 234 235 257 258 259 283 285","9 8","209","0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.88 0.00 0.00 0.02 0.07 0.00 0.00 0.00 0.00 0.00 0.00"
"132 157 158 183 184 185 208 209 210 233 234 235 258 285","8 8","209","0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.81 0.00 0.01 0.17 0.00 0.00 0.00"
"132 158 183 184 185 208 209 210 232 233 234 235 285","8 8","209","0.00 0.00 0.00 0.00 0.00 0.00 0.96 0.00 0.00 0.00 0.03 0.00 0.00"
"132 158 183 184 185 208 209 210 233 234 235","9 7","209","0.00 0.00 0.00 0.03 0.01 0.00 0.94 0.01 0.00 0.00 0.01"
"132 158 183 184 185 209 210 233 234 235 236","8 8","209","0.00 0.00 0.00 0.00 0.00 0.97 0.00 0.00 0.02 0.00 0.00"
