"state_no_vec","z","z_true","pr_post"
"2832 2833 2834 2835 2836 2837 2931 2934 2935 2936 2937 2938 3031 3032 3036 3037 3132 3232 3233 3322 3333 3334 3423 3434 3524 3534 3535 3624 3625 3633 3634 3635 3636 3725 3726 3733 3734 3735 3736 3826 3827 3834 3835 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4435 4535","2 58","4535","0.0021 0.0060 0.0082 0.0062 0.0052 0.0027 0.0043 0.0023 0.0053 0.0061 0.0006 0.0006 0.0082 0.0118 0.0011 0.0010 0.0087 0.0125 0.0128 0.0524 0.0175 0.0056 0.0035 0.0066 0.0070 0.0235 0.0045 0.0011 0.0061 0.1301 0.0425 0.0502 0.0044 0.0011 0.0182 0.0335 0.1744 0.0060 0.0157 0.0010 0.0053 0.0321 0.0353 0.0034 0.0233 0.0323 0.0009 0.0335 0.0051 0.0037 0.0012 0.0353 0.0147 0.0063 0.0246 0.0021 0.0064 0.0057 0.0119 0.0040 0.0010 0.0011"
"2832 2833 2834 2835 2836 2837 2931 2934 2935 2936 2937 2938 2939 3031 3032 3036 3037 3132 3137 3222 3232 3233 3333 3334 3422 3434 3523 3524 3534 3535 3624 3625 3633 3634 3635 3636 3725 3726 3733 3734 3735 3736 3826 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4435 4635","76 57","4635","0.0025 0.0039 0.0103 0.0049 0.0078 0.0035 0.0022 0.0016 0.0065 0.0068 0.0016 0.0016 0.0006 0.0095 0.0074 0.0017 0.0013 0.0108 0.0012 0.0248 0.0084 0.0141 0.0114 0.0017 0.0017 0.0223 0.0037 0.0006 0.0051 0.0228 0.0034 0.0006 0.0442 0.1474 0.0130 0.0243 0.0110 0.0006 0.0974 0.0580 0.0262 0.0043 0.0035 0.0798 0.0253 0.0024 0.0007 0.0107 0.0511 0.0028 0.0492 0.0059 0.0009 0.0051 0.0195 0.0476 0.0017 0.0141 0.0100 0.0034 0.0180 0.0034 0.0075 0.0040 0.0007"
"2832 2833 2834 2835 2836 2837 2931 2934 2935 2936 2937 2938 2939 2940 3031 3032 3036 3037 3132 3137 3221 3232 3233 3238 3322 3333 3334 3423 3434 3523 3524 3534 3535 3624 3625 3633 3634 3635 3636 3725 3726 3733 3734 3735 3736 3827 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4434 4435 4535","73 72","4535","0.0012 0.0034 0.0058 0.0042 0.0052 0.0033 0.0021 0.0014 0.0034 0.0058 0.0013 0.0018 0.0009 0.0004 0.0051 0.0076 0.0013 0.0013 0.0063 0.0011 0.0121 0.0084 0.0089 0.0010 0.0009 0.0139 0.0048 0.0021 0.0062 0.0004 0.0021 0.0220 0.0051 0.0004 0.0072 0.1152 0.0472 0.0539 0.0060 0.0004 0.0025 0.0329 0.1729 0.0073 0.0187 0.0018 0.0386 0.0446 0.0005 0.0023 0.0245 0.0480 0.0007 0.0462 0.0087 0.0043 0.0015 0.0493 0.0234 0.0090 0.0407 0.0032 0.0117 0.0105 0.0070 0.0027 0.0006 0.0018 0.0028"
"2832 2833 2834 2835 2836 2837 2838 2931 2934 2935 2936 2937 2938 2939 2940 3031 3032 3036 3037 3121 3132 3137 3138 3222 3232 3233 3238 3239 3333 3334 3338 3422 3423 3434 3523 3524 3534 3535 3624 3625 3633 3634 3635 3636 3725 3733 3734 3735 3736 3826 3827 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4435 4535 4635","78 50","4635","0.0013 0.0024 0.0057 0.0032 0.0064 0.0032 0.0005 0.0013 0.0010 0.0039 0.0044 0.0017 0.0023 0.0017 0.0008 0.0058 0.0050 0.0015 0.0014 0.0055 0.0068 0.0014 0.0004 0.0004 0.0055 0.0102 0.0013 0.0004 0.0090 0.0014 0.0004 0.0010 0.0002 0.0190 0.0011 0.0002 0.0052 0.0221 0.0041 0.0003 0.0433 0.1340 0.0147 0.0264 0.0015 0.0856 0.0614 0.0257 0.0050 0.0012 0.0004 0.0831 0.0340 0.0016 0.0006 0.0130 0.0594 0.0033 0.0680 0.0077 0.0012 0.0073 0.0278 0.0592 0.0026 0.0215 0.0059 0.0060 0.0291 0.0023 0.0074 0.0079 0.0010 0.0016"
"2832 2833 2834 2835 2836 2837 2838 2839 2931 2934 2935 2936 2937 2938 2939 2940 2941 3031 3032 3036 3037 3120 3132 3137 3138 3139 3221 3232 3233 3238 3239 3322 3333 3334 3338 3423 3434 3524 3534 3535 3625 3633 3634 3635 3636 3726 3733 3734 3735 3736 3826 3827 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4434 4435 4535 4635 4636 4735","23 60","4735","0.0008 0.0020 0.0036 0.0021 0.0031 0.0026 0.0003 0.0002 0.0014 0.0008 0.0021 0.0033 0.0010 0.0015 0.0011 0.0007 0.0003 0.0038 0.0050 0.0007 0.0009 0.0044 0.0042 0.0009 0.0003 0.0005 0.0004 0.0062 0.0064 0.0012 0.0003 0.0009 0.0112 0.0038 0.0003 0.0011 0.0052 0.0042 0.0190 0.0049 0.0016 0.1016 0.0447 0.0466 0.0057 0.0013 0.0333 0.1528 0.0070 0.0155 0.0004 0.0019 0.0453 0.0447 0.0007 0.0040 0.0255 0.0588 0.0015 0.0550 0.0104 0.0099 0.0035 0.0602 0.0284 0.0082 0.0512 0.0034 0.0197 0.0154 0.0113 0.0044 0.0013 0.0040 0.0060 0.0007 0.0004 0.0006"
"2832 2833 2834 2835 2836 2837 2838 2839 2931 2934 2935 2936 2937 2938 2939 2940 2941 2942 3020 3031 3032 3036 3037 3121 3132 3137 3138 3139 3140 3222 3232 3233 3238 3239 3333 3334 3338 3422 3434 3523 3534 3535 3624 3633 3634 3635 3636 3725 3726 3733 3734 3735 3736 3826 3827 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4433 4434 4435 4535 4635 4637","14 45","4637","0.0008 0.0015 0.0032 0.0015 0.0026 0.0015 0.0002 0.0002 0.0011 0.0006 0.0016 0.0019 0.0009 0.0012 0.0008 0.0005 0.0002 0.0001 0.0053 0.0045 0.0037 0.0006 0.0005 0.0005 0.0055 0.0007 0.0003 0.0004 0.0003 0.0012 0.0044 0.0080 0.0008 0.0003 0.0072 0.0011 0.0003 0.0015 0.0151 0.0060 0.0046 0.0165 0.0023 0.0442 0.1135 0.0122 0.0175 0.0019 0.0006 0.0812 0.0628 0.0198 0.0039 0.0027 0.0009 0.0778 0.0372 0.0056 0.0020 0.0155 0.0599 0.0137 0.0768 0.0077 0.0049 0.0111 0.0312 0.0581 0.0047 0.0238 0.0161 0.0089 0.0343 0.0064 0.0102 0.0007 0.0006 0.0137 0.0024 0.0036 0.0002"
"2832 2833 2834 2835 2836 2837 2838 2920 2931 2934 2935 2936 2937 2938 2939 2940 2941 3031 3032 3036 3037 3120 3132 3137 3138 3139 3140 3141 3221 3232 3233 3238 3239 3322 3333 3334 3338 3423 3434 3524 3534 3535 3625 3633 3634 3635 3636 3725 3726 3733 3734 3735 3736 3826 3827 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4433 4434 4435 4533 4535 4635 4636 4735","28 55","4735","0.0005 0.0013 0.0024 0.0011 0.0013 0.0010 0.0002 0.0034 0.0010 0.0004 0.0010 0.0013 0.0004 0.0008 0.0006 0.0004 0.0002 0.0025 0.0037 0.0003 0.0004 0.0003 0.0031 0.0003 0.0002 0.0003 0.0002 0.0002 0.0009 0.0046 0.0047 0.0006 0.0002 0.0012 0.0085 0.0029 0.0002 0.0051 0.0043 0.0021 0.0139 0.0041 0.0018 0.0885 0.0436 0.0340 0.0044 0.0006 0.0027 0.0329 0.1330 0.0062 0.0113 0.0010 0.0059 0.0477 0.0432 0.0022 0.0150 0.0237 0.0654 0.0057 0.0565 0.0115 0.0136 0.0058 0.0603 0.0305 0.0208 0.0539 0.0087 0.0252 0.0183 0.0146 0.0043 0.0003 0.0028 0.0069 0.0004 0.0108 0.0016 0.0012 0.0014"
"2832 2833 2834 2835 2836 2837 2838 2919 2931 2934 2935 2936 2937 2938 2939 2940 2941 3020 3031 3032 3036 3037 3121 3132 3137 3138 3139 3140 3141 3222 3232 3233 3238 3239 3333 3334 3338 3422 3434 3523 3534 3535 3624 3625 3633 3634 3635 3636 3725 3726 3733 3734 3735 3736 3826 3827 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4433 4434 4435 4535 4635 4636 4637 4734 4735 4736 4835","204 76","4835","0.0005 0.0011 0.0024 0.0013 0.0016 0.0010 0.0002 0.0016 0.0007 0.0004 0.0011 0.0012 0.0005 0.0008 0.0008 0.0006 0.0003 0.0002 0.0030 0.0026 0.0003 0.0003 0.0005 0.0039 0.0004 0.0002 0.0004 0.0004 0.0003 0.0007 0.0030 0.0061 0.0005 0.0002 0.0057 0.0010 0.0002 0.0029 0.0120 0.0012 0.0040 0.0138 0.0011 0.0004 0.0406 0.1006 0.0121 0.0158 0.0018 0.0007 0.0661 0.0646 0.0171 0.0040 0.0041 0.0016 0.0715 0.0447 0.0112 0.0044 0.0163 0.0634 0.0107 0.0847 0.0091 0.0046 0.0173 0.0343 0.0663 0.0073 0.0297 0.0124 0.0119 0.0432 0.0037 0.0057 0.0014 0.0011 0.0202 0.0044 0.0070 0.0004 0.0007 0.0004 0.0005 0.0002 0.0005"
"2819 2832 2833 2834 2835 2836 2837 2838 2839 2920 2931 2934 2935 2936 2937 2938 2939 2940 2941 2942 3031 3032 3036 3037 3120 3132 3137 3138 3139 3140 3141 3221 3232 3233 3238 3239 3322 3333 3334 3338 3423 3434 3524 3534 3535 3624 3625 3633 3634 3635 3636 3725 3726 3733 3734 3735 3736 3826 3827 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4433 4434 4435 4533 4535 4635 4636 4637 4638 4733 4735 4834 4835","-20 28","4835","0.0031 0.0006 0.0016 0.0026 0.0014 0.0015 0.0011 0.0002 0.0002 0.0003 0.0012 0.0005 0.0013 0.0014 0.0005 0.0007 0.0006 0.0005 0.0003 0.0002 0.0032 0.0045 0.0003 0.0003 0.0009 0.0035 0.0003 0.0002 0.0004 0.0003 0.0003 0.0012 0.0053 0.0053 0.0005 0.0001 0.0050 0.0093 0.0031 0.0002 0.0020 0.0046 0.0018 0.0137 0.0045 0.0006 0.0027 0.0868 0.0482 0.0328 0.0049 0.0010 0.0059 0.0341 0.1237 0.0064 0.0100 0.0023 0.0150 0.0538 0.0429 0.0059 0.0136 0.0210 0.0664 0.0058 0.0535 0.0108 0.0216 0.0088 0.0557 0.0280 0.0147 0.0485 0.0043 0.0243 0.0167 0.0066 0.0034 0.0004 0.0031 0.0072 0.0005 0.0111 0.0021 0.0015 0.0002 0.0002 0.0001 0.0021 0.0002 0.0001"
"2820 2832 2833 2834 2835 2836 2837 2838 2919 2931 2934 2935 2936 2937 2938 2939 2940 2941 2942 3020 3031 3032 3036 3037 3121 3132 3137 3138 3139 3140 3141 3142 3222 3232 3233 3238 3239 3333 3334 3338 3422 3434 3523 3524 3534 3535 3540 3624 3625 3633 3634 3635 3636 3725 3726 3733 3734 3735 3736 3826 3827 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4433 4434 4435 4532 4533 4535 4635 4636 4637 4734 4735 4736 4835","23 -16","4835","0.0051 0.0013 0.0026 0.0055 0.0026 0.0029 0.0018 0.0003 0.0005 0.0017 0.0008 0.0023 0.0025 0.0008 0.0014 0.0010 0.0008 0.0006 0.0003 0.0013 0.0067 0.0052 0.0005 0.0005 0.0017 0.0074 0.0004 0.0002 0.0004 0.0005 0.0005 0.0002 0.0067 0.0053 0.0102 0.0005 0.0002 0.0086 0.0015 0.0002 0.0025 0.0153 0.0020 0.0007 0.0053 0.0154 0.0002 0.0029 0.0011 0.0498 0.1075 0.0143 0.0146 0.0061 0.0024 0.0701 0.0750 0.0165 0.0041 0.0150 0.0058 0.0678 0.0439 0.0129 0.0055 0.0166 0.0530 0.0195 0.0679 0.0069 0.0075 0.0126 0.0251 0.0460 0.0035 0.0194 0.0051 0.0078 0.0266 0.0025 0.0043 0.0012 0.0009 0.0132 0.0002 0.0001 0.0030 0.0044 0.0003 0.0006 0.0004 0.0004 0.0002 0.0005"
"2720 2819 2832 2833 2834 2835 2836 2837 2838 2839 2840 2842 2920 2931 2934 2935 2936 2937 2938 2939 2940 2941 2942 3031 3032 3036 3037 3042 3120 3132 3137 3138 3139 3140 3141 3142 3221 3232 3233 3238 3239 3322 3333 3334 3338 3423 3434 3523 3524 3534 3535 3540 3624 3625 3633 3634 3635 3636 3725 3726 3733 3734 3735 3736 3826 3827 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4433 4434 4435 4533 4535 4635 4636 4637 4638 4733 4735 4834","34 45","4834","0.0030 0.0003 0.0008 0.0021 0.0036 0.0021 0.0020 0.0013 0.0002 0.0002 0.0001 0.0001 0.0008 0.0015 0.0007 0.0017 0.0019 0.0006 0.0008 0.0008 0.0006 0.0004 0.0003 0.0036 0.0052 0.0004 0.0003 0.0001 0.0012 0.0039 0.0003 0.0001 0.0003 0.0003 0.0004 0.0002 0.0048 0.0059 0.0059 0.0004 0.0001 0.0019 0.0094 0.0031 0.0001 0.0016 0.0051 0.0006 0.0025 0.0135 0.0049 0.0002 0.0009 0.0055 0.0814 0.0522 0.0313 0.0051 0.0022 0.0141 0.0382 0.1225 0.0076 0.0100 0.0056 0.0128 0.0574 0.0397 0.0056 0.0204 0.0212 0.0653 0.0080 0.0504 0.0109 0.0136 0.0040 0.0518 0.0281 0.0058 0.0454 0.0029 0.0220 0.0161 0.0051 0.0043 0.0006 0.0032 0.0073 0.0008 0.0114 0.0024 0.0016 0.0002 0.0002 0.0002 0.0023 0.0002"
"2721 2820 2832 2833 2834 2835 2836 2837 2838 2839 2842 2919 2931 2934 2935 2936 2937 2938 2939 2940 2941 2942 3020 3031 3032 3036 3037 3042 3043 3121 3132 3137 3138 3139 3140 3141 3142 3222 3232 3233 3238 3239 3333 3334 3338 3422 3423 3434 3523 3524 3534 3535 3540 3624 3625 3633 3634 3635 3636 3725 3726 3733 3734 3735 3736 3826 3827 3834 3835 3927 3928 3934 3935 4028 4035 4036 4128 4129 4135 4136 4229 4236 4329 4335 4336 4429 4430 4433 4434 4435 4532 4533 4535 4635 4636 4637 4734 4735 4736 4835","44 11","4835","0.0029 0.0003 0.0015 0.0029 0.0063 0.0034 0.0039 0.0023 0.0003 0.0003 0.0003 0.0007 0.0016 0.0011 0.0032 0.0032 0.0010 0.0017 0.0012 0.0013 0.0007 0.0005 0.0010 0.0067 0.0051 0.0007 0.0007 0.0003 0.0002 0.0041 0.0075 0.0005 0.0002 0.0004 0.0005 0.0005 0.0003 0.0016 0.0054 0.0099 0.0006 0.0002 0.0086 0.0016 0.0002 0.0013 0.0005 0.0149 0.0020 0.0008 0.0057 0.0150 0.0002 0.0045 0.0019 0.0527 0.1038 0.0158 0.0152 0.0116 0.0048 0.0658 0.0819 0.0165 0.0051 0.0104 0.0047 0.0662 0.0458 0.0164 0.0066 0.0178 0.0535 0.0108 0.0693 0.0069 0.0030 0.0046 0.0261 0.0459 0.0022 0.0202 0.0037 0.0082 0.0263 0.0030 0.0042 0.0014 0.0010 0.0135 0.0002 0.0002 0.0034 0.0049 0.0004 0.0006 0.0005 0.0004 0.0002 0.0006"
